"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_1541",709,1058,"Cell",0,"Young",-0.146429407500462,"1"
"Cell_1542",688,1114,"Cell",0,"Young",0.0172396327175918,"2"
"Cell_1543",1032,1623,"Cell",0,"Young",-0.0379623920543848,"1"
"Cell_1544",630,937,"Cell",0,"Young",-0.436635007524939,"0"
"Cell_1545",1226,2334,"Cell",0,"Young",-0.139799215055628,"2"
"Cell_1546",834,1471,"Cell",0,"Young",-0.459202966546598,"0"
"Cell_1547",888,1442,"Cell",0,"Young",-0.425232298513861,"3"
"Cell_1548",624,957,"Cell",0,"Young",-0.229177646495002,"0"
"Cell_1549",880,1313,"Cell",0,"Young",0.0697491241673761,"2"
"Cell_1550",1043,2110,"Cell",0,"Young",-0.130706471963783,"0"
"Cell_1551",832,1380,"Cell",0,"Young",0.0261778342768043,"2"
"Cell_1552",1041,1783,"Cell",0,"Young",0.480130864988597,"5"
"Cell_1553",1383,2459,"Cell",0,"Young",0.312324909731052,"4"
"Cell_1554",716,1058,"Cell",0,"Young",-0.0380103049422919,"1"
"Cell_1555",786,1954,"Cell",0,"Young",-0.361720434337924,"9"
"Cell_1556",1028,1769,"Cell",0,"Young",-0.327084811291847,"1"
"Cell_1557",1069,1833,"Cell",0,"Young",0.155057419999884,"2"
"Cell_1558",927,1578,"Cell",0,"Young",-0.27326845122644,"1"
"Cell_1559",926,1441,"Cell",0,"Young",-0.252738176588994,"0"
"Cell_1560",1238,2251,"Cell",0,"Young",-0.0662106380541666,"4"
"Cell_1561",978,1685,"Cell",0,"Young",0.28719009988816,"1"
"Cell_1562",942,1642,"Cell",0,"Young",-0.00821264975153102,"2"
"Cell_1563",951,1668,"Cell",0,"Young",0.524731178703668,"2"
"Cell_1564",1390,2947,"Cell",0,"Young",-0.235118408680137,"5"
"Cell_1566",1505,3093,"Cell",0,"Young",-0.50615334242359,"0"
"Cell_1567",2172,4834,"Cell",0,"Young",0.182914592197436,"3"
"Cell_1568",891,1390,"Cell",0,"Young",-0.244858167277048,"3"
"Cell_1569",1325,2562,"Cell",0,"Young",0.234266700851974,"3"
"Cell_1570",1317,2603,"Cell",0,"Young",0.0619161309930554,"2"
"Cell_1571",729,1198,"Cell",0,"Young",-0.377374859328519,"0"
"Cell_1572",818,1433,"Cell",0,"Young",-0.0707674829941648,"1"
"Cell_1573",865,1522,"Cell",0,"Young",-0.0558337632888889,"1"
"Cell_1574",1027,1650,"Cell",0,"Young",0.00444454423857388,"1"
"Cell_1575",884,1327,"Cell",0,"Young",0.0626420031614611,"3"
"Cell_1576",1377,2500,"Cell",0,"Young",0.0185486099606824,"2"
"Cell_1577",667,970,"Cell",0,"Young",-0.0523287008346426,"1"
"Cell_1578",619,949,"Cell",0,"Young",0.727196994187426,"2"
"Cell_1579",790,1316,"Cell",0,"Young",-0.356124876003575,"1"
"Cell_1580",960,1555,"Cell",0,"Young",-0.0451765178233108,"4"
"Cell_1581",662,994,"Cell",0,"Young",0.0958820794121742,"2"
"Cell_1582",819,1234,"Cell",0,"Young",-0.164701743631143,"3"
"Cell_1583",610,924,"Cell",0,"Young",-0.287108191111072,"1"
"Cell_1584",882,1390,"Cell",0,"Young",-0.173115937216207,"3"
"Cell_1585",642,981,"Cell",0,"Young",0.0739257527642508,"2"
"Cell_1586",781,1172,"Cell",0,"Young",0.0871972232343461,"2"
"Cell_1587",590,955,"Cell",0,"Young",0.741395395851741,"2"
"Cell_1588",1020,1692,"Cell",0,"Young",-0.0815093690983091,"3"
"Cell_1589",1064,1834,"Cell",0,"Young",-0.257419904577713,"5"
"Cell_1590",999,1665,"Cell",0,"Young",0.00554887841635432,"5"
"Cell_1591",1446,2815,"Cell",0,"Young",-0.52454245175469,"0"
"Cell_1593",1128,2073,"Cell",0,"Young",-0.146405208408805,"1"
"Cell_1594",1122,1901,"Cell",0,"Young",0.544239565411353,"3"
"Cell_1595",750,1148,"Cell",0,"Young",0.202675580005027,"2"
"Cell_1596",1032,1893,"Cell",0,"Young",-0.297450035332849,"0"
"Cell_1597",746,1189,"Cell",0,"Young",-0.265472319014773,"2"
"Cell_1598",632,904,"Cell",0,"Young",-0.00755652840338272,"0"
"Cell_1599",2127,4753,"Cell",0,"Young",0.436787604959125,"2"
"Cell_1600",1049,2117,"Cell",0,"Young",-0.0105825047174833,"1"
"Cell_1601",619,900,"Cell",0,"Young",-0.333333239195779,"3"
"Cell_1602",707,1207,"Cell",0,"Young",-0.408846597963327,"0"
"Cell_1603",1640,3174,"Cell",0,"Young",-0.39064350886674,"10"
"Cell_1604",564,895,"Cell",0,"Young",0.0130317928443532,"2"
"Cell_1605",1881,4466,"Cell",0,"Young",-0.145813685705203,"6"
"Cell_1606",1018,1798,"Cell",0,"Young",-0.121654584001975,"3"
"Cell_1607",1692,3822,"Cell",0,"Young",0.752474278968607,"8"
"Cell_1608",1972,4061,"Cell",0,"Young",0.706594930841357,"8"
"Cell_1609",623,1071,"Cell",0,"Young",-0.123412680519141,"0"
"Cell_1610",715,1007,"Cell",0,"Young",-0.157559336942986,"10"
"Cell_1611",821,1393,"Cell",0,"Young",-0.472271264574422,"1"
"Cell_1612",1765,3955,"Cell",0,"Young",-0.456345379619174,"5"
"Cell_1613",557,899,"Cell",0,"Young",-0.00534458524362091,"4"
"Cell_1614",1079,1849,"Cell",0,"Young",0.701307390104887,"2"
"Cell_1615",1408,2802,"Cell",0,"Young",-0.635376002622415,"4"
"Cell_1616",683,1050,"Cell",0,"Young",-0.35765363227707,"0"
"Cell_1617",667,1042,"Cell",0,"Young",-0.555337564285808,"0"
"Cell_1618",1106,2196,"Cell",0,"Young",-0.206723308883915,"0"
"Cell_1619",1418,2602,"Cell",0,"Young",0.127742526803495,"3"
"Cell_1620",1883,4273,"Cell",0,"Young",0.711339248567369,"4"
"Cell_1621",1843,3983,"Cell",0,"Young",0.944116662134767,"6"
"Cell_1622",879,1537,"Cell",0,"Young",0.403443890149669,"2"
"Cell_1623",1581,3440,"Cell",0,"Young",0.437412205420182,"1"
"Cell_1624",1776,4319,"Cell",0,"Young",-0.261615045903462,"1"
"Cell_1625",1094,2145,"Cell",0,"Young",0.634508729277252,"6"
"Cell_1626",1382,2753,"Cell",0,"Young",-0.282604048840337,"1"
"Cell_1627",1631,3482,"Cell",0,"Young",-0.309463936388899,"4"
"Cell_1628",721,1045,"Cell",0,"Young",0.0942139277025784,"1"
"Cell_1629",1232,2340,"Cell",0,"Young",0.21364962636853,"4"
"Cell_1630",1268,2255,"Cell",0,"Young",-0.138228503655542,"5"
"Cell_1631",1482,3057,"Cell",0,"Young",0.00116646926181763,"4"
"Cell_1632",1589,4348,"Cell",0,"Young",1.00999521267,"8"
"Cell_1633",1647,3818,"Cell",0,"Young",0.667990964647043,"6"
"Cell_1634",1182,2124,"Cell",0,"Young",-0.167593616585668,"3"
"Cell_1635",1254,2105,"Cell",0,"Young",-0.567983814207606,"1"
"Cell_1636",1202,2029,"Cell",0,"Young",-0.467492996928561,"3"
"Cell_1637",617,971,"Cell",0,"Young",-0.115028173762376,"2"
"Cell_1638",2028,4279,"Cell",0,"Young",0.064222335174362,"5"
"Cell_1639",676,992,"Cell",0,"Young",-0.46218051374207,"0"
"Cell_1640",956,1624,"Cell",0,"Young",0.378818158681078,"1"
"Cell_1641",740,1270,"Cell",0,"Young",0.00551646308609455,"2"
"Cell_1642",737,1083,"Cell",0,"Young",-0.0736974870888844,"1"
"Cell_1643",1055,1937,"Cell",0,"Young",0.564834271918871,"2"
"Cell_1644",1892,3780,"Cell",0,"Young",-0.144987403970473,"3"
"Cell_1645",1182,2040,"Cell",0,"Young",0.237277284264259,"2"
"Cell_1646",1068,1837,"Cell",0,"Young",-0.0555987501181517,"1"
"Cell_1647",872,1499,"Cell",0,"Young",-0.188861281945789,"1"
"Cell_1648",761,1205,"Cell",0,"Young",0.403471173024817,"2"
"Cell_1649",970,1746,"Cell",0,"Young",0.133922206388409,"1"
"Cell_1650",896,1455,"Cell",0,"Young",-0.581863036819751,"0"
"Cell_1651",1689,3457,"Cell",0,"Young",0.205603205023467,"4"
"Cell_1652",570,1061,"Cell",0,"Young",-0.313835171687244,"0"
"Cell_1653",672,1065,"Cell",0,"Young",-0.153102539708924,"1"
"Cell_1654",1005,1639,"Cell",0,"Young",-0.129833089263001,"0"
"Cell_1655",1094,1907,"Cell",0,"Young",-0.0126187039523543,"2"
"Cell_1656",1157,1964,"Cell",0,"Young",0.304272219439612,"2"
"Cell_1657",653,1004,"Cell",0,"Young",0.0215957966734894,"2"
"Cell_1658",691,1171,"Cell",0,"Young",-0.171468590089284,"1"
"Cell_1659",1037,1804,"Cell",0,"Young",-0.255947558319795,"4"
"Cell_1660",1163,2080,"Cell",0,"Young",-0.253656182741546,"4"
"Cell_1661",887,1597,"Cell",0,"Young",-0.0927759110685162,"0"
"Cell_1662",872,1385,"Cell",0,"Young",-0.15717511864163,"0"
"Cell_1663",953,1508,"Cell",0,"Young",0.535753863201291,"3"
"Cell_1664",940,1632,"Cell",0,"Young",-0.0222871220325912,"0"
"Cell_1665",629,975,"Cell",0,"Young",0.0600986491831369,"2"
"Cell_1666",1018,1660,"Cell",0,"Young",-0.544684854429465,"3"
"Cell_1667",1092,1735,"Cell",0,"Young",-0.434782621836371,"3"
"Cell_1668",739,1158,"Cell",0,"Young",-0.088188843987936,"2"
"Cell_1669",1440,2708,"Cell",0,"Young",-0.129345105521327,"5"
"Cell_1670",1128,1921,"Cell",0,"Young",-0.480525933040475,"7"
"Cell_1671",1204,2122,"Cell",0,"Young",0.193893634074598,"3"
"Cell_1672",794,1258,"Cell",0,"Young",0.114447796540328,"2"
"Cell_1673",1227,2259,"Cell",0,"Young",0.106308136713605,"2"
"Cell_1674",857,1425,"Cell",0,"Young",-0.14139433966193,"0"
"Cell_1675",861,1378,"Cell",0,"Young",-0.17701577145082,"0"
"Cell_1676",967,1716,"Cell",0,"Young",-0.186576553470775,"0"
"Cell_1677",1515,3209,"Cell",0,"Young",-0.092128678306559,"1"
"Cell_1678",957,1876,"Cell",0,"Young",-0.337308848052656,"1"
"Cell_1679",1218,2247,"Cell",0,"Young",-0.139703111057838,"5"
"Cell_1680",1566,3098,"Cell",0,"Young",-0.157720598431884,"1"
"Cell_1681",1531,3059,"Cell",0,"Young",-0.252947891801035,"1"
"Cell_1682",634,1004,"Cell",0,"Young",0.846191000657457,"2"
"Cell_1683",1049,1754,"Cell",0,"Young",0.289212562845555,"2"
"Cell_1684",1082,1847,"Cell",0,"Young",0.0986009031541644,"3"
"Cell_1685",1091,1755,"Cell",0,"Young",0.169983442456268,"2"
"Cell_1686",537,935,"Cell",0,"Young",0.532365207233055,"2"
"Cell_1687",701,1082,"Cell",0,"Young",0.213664505812977,"2"
"Cell_1688",2237,5563,"Cell",0,"Young",-0.0535423056596087,"2"
"Cell_1689",1017,1729,"Cell",0,"Young",0.144686585321781,"2"
"Cell_1690",843,1310,"Cell",0,"Young",-0.239251444168228,"0"
"Cell_1691",1190,2173,"Cell",0,"Young",-0.232000387735536,"5"
"Cell_1692",1032,1609,"Cell",0,"Young",0.0531625664627059,"1"
"Cell_1693",831,1330,"Cell",0,"Young",-0.310197928937185,"0"
"Cell_1694",1762,3565,"Cell",0,"Young",0.440960021779265,"4"
"Cell_1695",1684,3869,"Cell",0,"Young",-0.189570487780803,"1"
"Cell_1696",868,1325,"Cell",0,"Young",0.28264399317753,"1"
"Cell_1697",1127,2110,"Cell",0,"Young",0.102801280404075,"1"
"Cell_1698",672,987,"Cell",0,"Young",0.374764277390536,"2"
"Cell_1699",745,1250,"Cell",0,"Young",-0.510678535319793,"7"
"Cell_1700",1238,2488,"Cell",0,"Young",-0.00307670732918208,"2"
"Cell_1701",784,1144,"Cell",0,"Young",-0.108626703648135,"3"
"Cell_1702",690,981,"Cell",0,"Young",-0.160169253695745,"3"
"Cell_1703",1271,2106,"Cell",0,"Young",-0.327902254424238,"5"
"Cell_1704",940,1631,"Cell",0,"Young",-0.104129209048679,"10"
"Cell_1705",654,909,"Cell",0,"Young",-0.486394274913834,"1"
"Cell_1706",1140,1816,"Cell",0,"Young",0.016824512730116,"2"
"Cell_1707",1633,3132,"Cell",0,"Young",0.422690863816418,"4"
"Cell_1708",1244,2344,"Cell",0,"Young",-0.435145165957731,"3"
"Cell_1709",816,1279,"Cell",0,"Young",-0.486490471091633,"0"
"Cell_1710",689,1034,"Cell",0,"Young",0.665557006286366,"2"
"Cell_1711",1168,2221,"Cell",0,"Young",-0.286470476460741,"0"
"Cell_1712",978,1595,"Cell",0,"Young",-0.26601279730795,"10"
"Cell_1713",939,1882,"Cell",0,"Young",-0.580024457723688,"0"
"Cell_1714",626,913,"Cell",0,"Young",-0.198547137466837,"0"
"Cell_1716",1101,1783,"Cell",0,"Young",-0.279075198224208,"8"
"Cell_1717",650,916,"Cell",0,"Young",0.0942867868955353,"1"
"Cell_1718",2070,4977,"Cell",0,"Young",0.580706767443959,"6"
"Cell_1719",702,995,"Cell",0,"Young",-0.0592427144184624,"1"
"Cell_1720",2390,5873,"Cell",0,"Young",-0.176707533714277,"3"
"Cell_1721",2431,5995,"Cell",0,"Young",0.621494150525855,"8"
"Cell_1722",1654,3441,"Cell",0,"Young",0.0430275081266729,"1"
"Cell_1723",1005,1782,"Cell",0,"Young",0.248197532762201,"2"
"Cell_1724",1137,2255,"Cell",0,"Young",-0.304017441865627,"5"
"Cell_1725",1921,4176,"Cell",0,"Young",-0.0234644457253874,"3"
"Cell_1726",899,1442,"Cell",0,"Young",0.163203110183299,"1"
"Cell_1727",1540,2962,"Cell",0,"Young",-0.0441528178394486,"2"
"Cell_1728",722,1222,"Cell",0,"Young",0.160794442583145,"3"
"Cell_1729",623,900,"Cell",0,"Young",0.492228204559866,"3"
"Cell_1730",1173,2012,"Cell",0,"Young",-0.193372448452087,"0"
"Cell_1731",796,1125,"Cell",0,"Young",-0.096064371651117,"0"
"Cell_1732",894,1599,"Cell",0,"Young",-0.568747096869102,"0"
"Cell_1733",1126,1926,"Cell",0,"Young",-0.135740525942499,"0"
"Cell_1734",1594,3265,"Cell",0,"Young",0.0132048484340745,"3"
"Cell_1735",2490,6042,"Cell",0,"Young",-0.0171784323379383,"3"
"Cell_1736",1810,3771,"Cell",0,"Young",-0.449841940986021,"7"
"Cell_1739",777,1197,"Cell",0,"Young",0.124551654450001,"2"
"Cell_1740",868,1425,"Cell",0,"Young",-0.258239793628326,"0"
"Cell_1741",688,1148,"Cell",0,"Young",-0.246974864260602,"1"
"Cell_1742",744,1164,"Cell",0,"Young",0.162885411448076,"2"
"Cell_1743",535,898,"Cell",0,"Young",-0.198374780378243,"0"
"Cell_1744",734,1126,"Cell",0,"Young",-0.0206875456501404,"0"
"Cell_1745",932,1563,"Cell",0,"Young",-0.282385966197239,"0"
"Cell_1746",1223,2067,"Cell",0,"Young",-0.157151373211303,"0"
"Cell_1747",833,1314,"Cell",0,"Young",0.0901119300163964,"1"
"Cell_1748",661,1033,"Cell",0,"Young",-0.396034603817281,"1"
"Cell_1749",1087,1999,"Cell",0,"Young",-0.346882550263712,"0"
"Cell_1750",957,1481,"Cell",0,"Young",-0.548759841477845,"3"
"Cell_1751",1789,4109,"Cell",0,"Young",0.173057817324106,"1"
"Cell_1752",671,1017,"Cell",0,"Young",-0.0395091273860274,"2"
"Cell_1753",1321,2473,"Cell",0,"Young",-0.318940496835198,"0"
"Cell_1754",910,1529,"Cell",0,"Young",-0.228192054855441,"0"
"Cell_1755",1053,1715,"Cell",0,"Young",-0.12786066032603,"0"
"Cell_1756",1534,3161,"Cell",0,"Young",0.614938380152942,"7"
"Cell_1757",856,1280,"Cell",0,"Young",-0.115581426439223,"0"
"Cell_1758",1124,1862,"Cell",0,"Young",-0.252501058809173,"5"
"Cell_1759",1291,2281,"Cell",0,"Young",-0.429929840400567,"3"
"Cell_1760",711,1083,"Cell",0,"Young",0.26044338975305,"2"
"Cell_1761",921,1402,"Cell",0,"Young",0.0339116005660531,"1"
"Cell_1762",927,1606,"Cell",0,"Young",0.271787329626802,"6"
"Cell_1763",1693,3597,"Cell",0,"Young",-0.176735469216151,"1"
"Cell_1764",763,1243,"Cell",0,"Young",-0.371400149298138,"0"
"Cell_1765",1076,2146,"Cell",0,"Young",-0.364679161826207,"0"
"Cell_1766",892,1410,"Cell",0,"Young",0.302346200572669,"3"
"Cell_1768",674,1048,"Cell",0,"Young",0.104380176266387,"1"
"Cell_1769",1009,1693,"Cell",0,"Young",-0.298291366954577,"0"
"Cell_1770",636,1010,"Cell",0,"Young",-0.0751258566549405,"6"
"Cell_1771",846,1436,"Cell",0,"Young",0.162625044225013,"2"
"Cell_1772",1254,2221,"Cell",0,"Young",0.465827147419554,"2"
"Cell_1773",1117,1939,"Cell",0,"Young",-0.341665235656546,"3"
"Cell_1774",1336,2789,"Cell",0,"Young",-0.333515600467771,"5"
"Cell_1775",1005,1650,"Cell",0,"Young",-0.412716558192595,"3"
"Cell_1776",1265,2343,"Cell",0,"Young",0.376263094430814,"5"
"Cell_1777",789,1235,"Cell",0,"Young",0.350125091515374,"1"
"Cell_1778",955,1623,"Cell",0,"Young",-0.196083362450855,"5"
"Cell_1779",919,1526,"Cell",0,"Young",0.0849263293322233,"2"
"Cell_1780",1064,1812,"Cell",0,"Young",-0.0329522814266513,"1"
"Cell_1781",983,1723,"Cell",0,"Young",0.111341823437929,"2"
"Cell_1782",1745,3746,"Cell",0,"Young",0.63840054846696,"6"
"Cell_1783",896,1439,"Cell",0,"Young",-0.330527427201891,"1"
"Cell_1784",662,964,"Cell",0,"Young",0.134298484000951,"2"
"Cell_1785",994,1725,"Cell",0,"Young",-0.481668850804618,"1"
"Cell_1786",1478,2697,"Cell",0,"Young",0.00461669968666145,"5"
"Cell_1787",790,1369,"Cell",0,"Young",-0.272746083665571,"0"
"Cell_1788",732,1188,"Cell",0,"Young",-0.130011785501449,"1"
"Cell_1789",1718,3853,"Cell",0,"Young",0.229076746109567,"2"
"Cell_1790",882,1557,"Cell",0,"Young",0.0500794260089609,"1"
"Cell_1791",561,899,"Cell",0,"Young",0.14539531570198,"4"
"Cell_1792",1129,1945,"Cell",0,"Young",-0.178947054463315,"5"
"Cell_1794",1145,2244,"Cell",0,"Young",0.489626983530867,"2"
"Cell_1795",1536,3332,"Cell",0,"Young",0.148722331955553,"5"
"Cell_1796",636,913,"Cell",0,"Young",-0.201060759174017,"0"
"Cell_1797",735,1208,"Cell",0,"Young",0.201011326905068,"2"
"Cell_1798",1081,1998,"Cell",0,"Young",-0.266681008073916,"0"
"Cell_1799",2409,5485,"Cell",0,"Young",0.478948032749501,"8"
"Cell_1800",976,1635,"Cell",0,"Young",-0.0371084357881603,"2"
"Cell_1801",1191,2213,"Cell",0,"Young",-0.324861449157612,"0"
"Cell_1803",727,1200,"Cell",0,"Young",-0.0729418175452956,"0"
"Cell_1804",795,1171,"Cell",0,"Young",-0.129566594950361,"3"
"Cell_1805",1094,1981,"Cell",0,"Young",-0.136346796485668,"2"
"Cell_1806",1314,2443,"Cell",0,"Young",0.100737022143664,"6"
"Cell_1807",1920,3889,"Cell",0,"Young",-0.331541773421977,"1"
"Cell_1808",642,964,"Cell",0,"Young",0.140239911324626,"2"
"Cell_1809",1589,3444,"Cell",0,"Young",0.546821610410203,"4"
"Cell_1810",1487,2968,"Cell",0,"Young",-0.217770004689029,"3"
"Cell_1811",909,1318,"Cell",0,"Young",0.529543552639821,"2"
"Cell_1812",984,1748,"Cell",0,"Young",0.0563808237495206,"2"
"Cell_1813",1525,2822,"Cell",0,"Young",-0.0190998844647233,"8"
"Cell_1814",692,1009,"Cell",0,"Young",0.0456123196823247,"3"
"Cell_1815",1287,2203,"Cell",0,"Young",-0.233529074538073,"4"
"Cell_1817",1016,1715,"Cell",0,"Young",0.00215739837043449,"7"
"Cell_1818",905,1411,"Cell",0,"Young",0.0239523372230995,"2"
"Cell_1819",904,1570,"Cell",0,"Young",-0.314719633148705,"1"
"Cell_1820",869,1418,"Cell",0,"Young",-0.295085364529976,"1"
"Cell_1821",1250,2245,"Cell",0,"Young",0.180096987718066,"3"
"Cell_1822",907,1585,"Cell",0,"Young",-0.146152248772684,"2"
"Cell_1823",844,1397,"Cell",0,"Young",-0.549644964492673,"3"
"Cell_1824",2129,5019,"Cell",0,"Young",0.300256458193016,"2"
"Cell_1825",1207,2203,"Cell",0,"Young",0.0739281889046481,"3"
"Cell_1826",1087,1803,"Cell",0,"Young",-0.253399964313677,"0"
"Cell_1828",748,1166,"Cell",0,"Young",-0.588796747649649,"0"
"Cell_1829",644,1017,"Cell",0,"Young",-0.148536483205411,"1"
"Cell_1830",582,897,"Cell",0,"Young",0.218512207803377,"2"
"Cell_1831",1199,2456,"Cell",0,"Young",-0.125548858298969,"0"
"Cell_1832",2229,5334,"Cell",0,"Young",0.0571827314514948,"5"
"Cell_1833",825,1263,"Cell",0,"Young",0.105060567436311,"5"
"Cell_1834",1781,3622,"Cell",0,"Young",-0.0923850811960409,"1"
"Cell_1835",2480,6339,"Cell",0,"Young",-0.250617823173488,"5"
"Cell_1836",676,1014,"Cell",0,"Young",0.226914218248751,"2"
"Cell_1837",1479,3056,"Cell",0,"Young",0.454070809240839,"4"
"Cell_1838",621,994,"Cell",0,"Young",0.147384547358844,"1"
"Cell_1839",1043,1892,"Cell",0,"Young",-0.395744712081402,"1"
"Cell_1840",621,900,"Cell",0,"Young",-0.319989212652031,"0"
"Cell_1841",736,1178,"Cell",0,"Young",-0.454097035298156,"3"
"Cell_1842",716,1106,"Cell",0,"Young",0.539968968587188,"2"
"Cell_1843",957,1555,"Cell",0,"Young",0.355974783783501,"1"
"Cell_1844",646,1090,"Cell",0,"Young",0.495156240891863,"2"
"Cell_1845",1795,3915,"Cell",0,"Young",-0.392040300456168,"1"
"Cell_1846",1168,2067,"Cell",0,"Young",-0.330084185057706,"0"
"Cell_1847",777,1296,"Cell",0,"Young",0.177527866988438,"6"
"Cell_1848",1117,1879,"Cell",0,"Young",0.480427930006624,"3"
"Cell_1849",1484,2940,"Cell",0,"Young",-0.104616025055044,"5"
"Cell_1850",1284,2320,"Cell",0,"Young",0.16218508246957,"1"
"Cell_1851",1177,2312,"Cell",0,"Young",1.0669132293803,"4"
"Cell_1852",818,1282,"Cell",0,"Young",-0.27871191280401,"3"
"Cell_1853",1051,1859,"Cell",0,"Young",-0.321240341614103,"3"
"Cell_1854",802,1311,"Cell",0,"Young",-0.498198482817992,"0"
"Cell_1855",957,1541,"Cell",0,"Young",0.0518285407704043,"1"
"Cell_1856",675,968,"Cell",0,"Young",0.0542236098835147,"2"
"Cell_1857",639,980,"Cell",0,"Young",0.473721905085545,"2"
"Cell_1858",1448,2594,"Cell",0,"Young",-0.065829839939758,"3"
"Cell_1859",685,1106,"Cell",0,"Young",-0.50191363762424,"0"
"Cell_1860",1047,1911,"Cell",0,"Young",0.398852350890573,"2"
"Cell_1861",2296,5483,"Cell",0,"Young",0.60708052692325,"2"
"Cell_1862",1133,1902,"Cell",0,"Young",-0.0580214800051447,"1"
"Cell_1863",1419,2574,"Cell",0,"Young",0.13287810235732,"1"
"Cell_1864",1039,1713,"Cell",0,"Young",0.37557631221942,"2"
"Cell_1865",1173,2033,"Cell",0,"Young",-0.0859572070468388,"2"
"Cell_1866",2068,4611,"Cell",0,"Young",-0.0835128220552426,"3"
"Cell_1867",881,1309,"Cell",0,"Young",-0.342997167516469,"4"
"Cell_1868",1077,1870,"Cell",0,"Young",-0.517155240584112,"1"
"Cell_1869",660,963,"Cell",0,"Young",-0.207224492580128,"5"
"Cell_1870",903,1788,"Cell",0,"Young",-0.431662011834319,"0"
"Cell_1871",1994,4156,"Cell",0,"Young",0.549901129234466,"5"
"Cell_1872",1613,2942,"Cell",0,"Young",-0.114893958432185,"3"
"Cell_1873",2206,5283,"Cell",0,"Young",0.0995360704199211,"1"
"Cell_1874",1733,4015,"Cell",0,"Young",0.809648963438742,"4"
"Cell_1875",1621,3311,"Cell",0,"Young",0.344159809901003,"3"
"Cell_1876",919,1458,"Cell",0,"Young",-0.333275866127502,"3"
"Cell_1877",957,1545,"Cell",0,"Young",-0.506550275832254,"0"
"Cell_1878",862,1408,"Cell",0,"Young",0.172334692264816,"3"
"Cell_1879",1212,2375,"Cell",0,"Young",0.0909031366663612,"2"
"Cell_1880",850,1910,"Cell",0,"Young",-0.361770839227368,"0"
"Cell_1881",758,1211,"Cell",0,"Young",0.289407382062252,"6"
"Cell_1883",2199,5112,"Cell",0,"Young",-0.191639954515276,"3"
"Cell_1884",653,1029,"Cell",0,"Young",-0.0880268701940456,"0"
"Cell_1885",2224,5072,"Cell",0,"Young",-0.0133563717966048,"3"
"Cell_1886",984,1688,"Cell",0,"Young",-0.461904371426515,"0"
"Cell_1887",1528,2979,"Cell",0,"Young",0.0901395933785083,"3"
"Cell_1888",748,1159,"Cell",0,"Young",-0.226859919808222,"0"
"Cell_1889",956,1536,"Cell",0,"Young",0.171939414627666,"1"
"Cell_1890",622,942,"Cell",0,"Young",-0.0222694571856591,"2"
"Cell_1891",1452,3067,"Cell",0,"Young",-0.140223385150915,"6"
"Cell_1892",1390,3404,"Cell",0,"Young",0.879384541495859,"6"
"Cell_1893",1391,2598,"Cell",0,"Young",-0.22026344418707,"0"
"Cell_1894",924,1537,"Cell",0,"Young",-0.250065753076644,"1"
"Cell_1895",780,1207,"Cell",0,"Young",0.516048387251419,"2"
"Cell_1896",624,1073,"Cell",0,"Young",-0.258222169351147,"5"
"Cell_1897",793,1198,"Cell",0,"Young",-0.181596003066195,"3"
"Cell_1898",950,1702,"Cell",0,"Young",-0.492370357035866,"3"
"Cell_1899",797,1354,"Cell",0,"Young",0.632465716827119,"2"
"Cell_1900",766,1249,"Cell",0,"Young",-0.436295549327855,"3"
"Cell_1901",2028,4605,"Cell",0,"Young",-0.334163214577421,"1"
"Cell_1902",1809,3516,"Cell",0,"Young",-0.421645972645426,"0"
"Cell_1903",1029,1725,"Cell",0,"Young",0.0534186888952355,"2"
"Cell_1904",1408,3087,"Cell",0,"Young",0.373147957954371,"4"
"Cell_1905",885,1438,"Cell",0,"Young",-0.526116711067303,"1"
"Cell_1906",743,1119,"Cell",0,"Young",-0.0705585594243842,"1"
"Cell_1907",1546,3232,"Cell",0,"Young",0.0534876027549307,"2"
"Cell_1908",1457,2855,"Cell",0,"Young",0.0541021262266204,"5"
"Cell_1909",979,1678,"Cell",0,"Young",-0.475496741476902,"0"
"Cell_1910",625,1026,"Cell",0,"Young",-0.434635945926592,"1"
"Cell_1911",862,1274,"Cell",0,"Young",-0.199503880632719,"0"
"Cell_1912",627,918,"Cell",0,"Young",-0.419862595870441,"0"
"Cell_1913",1398,2922,"Cell",0,"Young",-0.183376135646231,"1"
