"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_2030",761,1143,"Cell",0,"Young",-0.052158246520881,"1"
"Cell_2031",1234,2244,"Cell",0,"Young",-0.308997612642509,"5"
"Cell_2032",1122,2134,"Cell",0,"Young",-0.11645415850403,"1"
"Cell_2033",795,1355,"Cell",0,"Young",-0.0355233838548886,"2"
"Cell_2034",1100,2012,"Cell",0,"Young",-0.14346764866572,"0"
"Cell_2036",741,1182,"Cell",0,"Young",-0.233613282418669,"1"
"Cell_2037",761,1181,"Cell",0,"Young",0.0903769243891798,"1"
"Cell_2038",698,1161,"Cell",0,"Young",-0.0318571612247494,"1"
"Cell_2039",1107,1856,"Cell",0,"Young",-0.248820141156998,"2"
"Cell_2040",1016,1760,"Cell",0,"Young",-0.1237347869265,"1"
"Cell_2041",1659,3470,"Cell",0,"Young",-0.112017658998706,"1"
"Cell_2042",878,1394,"Cell",0,"Young",0.0609499584810412,"3"
"Cell_2043",1401,2607,"Cell",0,"Young",0.142089597243561,"2"
"Cell_2044",1268,2342,"Cell",0,"Young",-0.493843675886123,"0"
"Cell_2045",1044,1874,"Cell",0,"Young",-0.267827201260516,"1"
"Cell_2046",873,1493,"Cell",0,"Young",-0.362766160181721,"1"
"Cell_2047",1202,2265,"Cell",0,"Young",-0.212380719021662,"0"
"Cell_2048",904,1342,"Cell",0,"Young",-0.312919230018008,"3"
"Cell_2049",639,930,"Cell",0,"Young",-0.230156083047413,"0"
"Cell_2050",1538,3161,"Cell",0,"Young",-0.33209001967854,"0"
"Cell_2052",1393,2598,"Cell",0,"Young",0.316654925296403,"3"
"Cell_2053",765,1179,"Cell",0,"Young",-0.266888454090184,"0"
"Cell_2054",1602,3421,"Cell",0,"Young",0.0773957008939771,"1"
"Cell_2055",901,1416,"Cell",0,"Young",0.479017100605498,"2"
"Cell_2057",1512,3378,"Cell",0,"Young",1.12054944868821,"6"
"Cell_2058",966,1579,"Cell",0,"Young",0.330239153886832,"4"
"Cell_2059",902,1472,"Cell",0,"Young",-0.408496793683092,"0"
"Cell_2060",1067,1809,"Cell",0,"Young",-0.463755347522314,"1"
"Cell_2061",688,1041,"Cell",0,"Young",-0.186903534246767,"0"
"Cell_2063",825,1265,"Cell",0,"Young",-0.0711197064926692,"2"
"Cell_2064",1873,4481,"Cell",0,"Young",0.0248705214341838,"5"
"Cell_2066",1206,2145,"Cell",0,"Young",-0.223851990977875,"3"
"Cell_2067",1007,1650,"Cell",0,"Young",-0.223098750007368,"5"
"Cell_2068",1146,1936,"Cell",0,"Young",-0.111346597801925,"0"
"Cell_2069",742,1115,"Cell",0,"Young",-0.250862432828306,"0"
"Cell_2070",1397,2461,"Cell",0,"Young",0.706994682784141,"3"
"Cell_2071",924,1592,"Cell",0,"Young",-0.00480073222495703,"4"
"Cell_2072",801,1294,"Cell",0,"Young",0.379527489253593,"2"
"Cell_2073",960,1475,"Cell",0,"Young",-0.114955107046953,"2"
"Cell_2074",999,1655,"Cell",0,"Young",-0.366672892041177,"1"
"Cell_2075",1082,1873,"Cell",0,"Young",0.159160224654051,"2"
"Cell_2077",929,1566,"Cell",0,"Young",-0.252016673666232,"0"
"Cell_2078",1790,3902,"Cell",0,"Young",0.265908407389551,"1"
"Cell_2079",753,1192,"Cell",0,"Young",0.116534347717787,"1"
"Cell_2080",1494,3656,"Cell",0,"Young",-0.141671093210293,"5"
"Cell_2081",748,1096,"Cell",0,"Young",-0.484591706950378,"3"
"Cell_2082",797,1261,"Cell",0,"Young",-0.600604888789129,"1"
"Cell_2083",816,1206,"Cell",0,"Young",0.129883329610781,"1"
"Cell_2084",2398,5297,"Cell",0,"Young",-0.0332286080658091,"7"
"Cell_2085",1786,3610,"Cell",0,"Young",-0.136935761695383,"0"
"Cell_2086",798,1225,"Cell",0,"Young",-0.00852123700108998,"2"
"Cell_2087",1051,1760,"Cell",0,"Young",0.302625448658714,"2"
"Cell_2088",1043,1892,"Cell",0,"Young",-0.53311903324235,"0"
"Cell_2089",913,1486,"Cell",0,"Young",0.430468000864837,"2"
"Cell_2092",738,1064,"Cell",0,"Young",-0.624102581968594,"1"
"Cell_2093",695,1130,"Cell",0,"Young",-0.480429896374366,"0"
"Cell_2094",1966,4320,"Cell",0,"Young",-0.459166764321694,"0"
"Cell_2095",780,1256,"Cell",0,"Young",0.38233370183002,"2"
"Cell_2096",2100,4817,"Cell",0,"Young",0.0991854686888743,"5"
"Cell_2097",787,1286,"Cell",0,"Young",-0.108970083200145,"1"
"Cell_2098",1366,2558,"Cell",0,"Young",-0.108144951377914,"1"
"Cell_2099",1079,1911,"Cell",0,"Young",-0.192837682739925,"1"
"Cell_2100",1155,2282,"Cell",0,"Young",-0.528096679693502,"0"
"Cell_2101",2060,4834,"Cell",0,"Young",0.743726931952183,"6"
"Cell_2103",831,1274,"Cell",0,"Young",-0.50242990432802,"1"
"Cell_2104",682,1029,"Cell",0,"Young",-0.0148498137635414,"2"
"Cell_2105",648,965,"Cell",0,"Young",-0.154439291016,"2"
"Cell_2106",1404,2707,"Cell",0,"Young",0.401887868705934,"6"
"Cell_2107",1250,2221,"Cell",0,"Young",-0.0769818988267528,"1"
"Cell_2109",1990,5047,"Cell",0,"Young",-0.45825541228519,"0"
"Cell_2110",681,1081,"Cell",0,"Young",0.0130106798742079,"1"
"Cell_2111",636,1034,"Cell",0,"Young",-0.0242537564474186,"0"
"Cell_2112",1634,3404,"Cell",0,"Young",-0.0916618984508081,"2"
"Cell_2113",1153,1721,"Cell",0,"Young",0.0130436115564866,"2"
"Cell_2114",617,1022,"Cell",0,"Young",-0.243329890792501,"0"
"Cell_2115",1264,2393,"Cell",0,"Young",-0.447859384646645,"1"
"Cell_2116",835,1317,"Cell",0,"Young",-0.170763554986836,"0"
"Cell_2117",1512,3196,"Cell",0,"Young",-0.360535345684748,"5"
"Cell_2118",1288,2071,"Cell",0,"Young",-0.0667109469123078,"2"
"Cell_2119",732,1128,"Cell",0,"Young",-0.361086249984763,"3"
"Cell_2120",727,1153,"Cell",0,"Young",-0.127238570827594,"0"
"Cell_2121",763,1303,"Cell",0,"Young",-0.224180917233576,"5"
"Cell_2122",878,1420,"Cell",0,"Young",-0.387987122281218,"0"
"Cell_2123",1318,2571,"Cell",0,"Young",-0.00206597038427514,"2"
"Cell_2124",860,1527,"Cell",0,"Young",-0.157901136327056,"6"
"Cell_2125",1293,2726,"Cell",0,"Young",-0.256146092970877,"0"
"Cell_2126",1033,1839,"Cell",0,"Young",-0.110498315777381,"2"
"Cell_2127",694,1044,"Cell",0,"Young",-0.198642218112814,"0"
"Cell_2128",1935,3854,"Cell",0,"Young",0.185856028787921,"8"
"Cell_2129",1209,2342,"Cell",0,"Young",-0.406941718986458,"3"
"Cell_2130",1260,2811,"Cell",0,"Young",-0.469533047341588,"0"
"Cell_2131",2120,4676,"Cell",0,"Young",0.2573794233321,"3"
"Cell_2132",909,1561,"Cell",0,"Young",0.655711846084965,"2"
"Cell_2133",689,1149,"Cell",0,"Young",-0.125492870873664,"0"
"Cell_2134",682,1112,"Cell",0,"Young",0.543422416417834,"2"
"Cell_2135",1366,2818,"Cell",0,"Young",0.703797388883823,"6"
"Cell_2136",1634,3317,"Cell",0,"Young",-0.00138060822143227,"3"
"Cell_2137",967,1688,"Cell",0,"Young",-0.479387897552881,"1"
"Cell_2138",1360,2633,"Cell",0,"Young",0.0274913982097993,"4"
"Cell_2139",853,1364,"Cell",0,"Young",-0.356035404837302,"0"
"Cell_2140",1004,1669,"Cell",0,"Young",-0.387782602767316,"1"
"Cell_2141",2194,5264,"Cell",0,"Young",0.118520283285213,"6"
"Cell_2142",1206,2422,"Cell",0,"Young",-0.418365210659483,"1"
"Cell_2143",1994,4171,"Cell",0,"Young",0.00485659496042834,"3"
"Cell_2144",1340,2303,"Cell",0,"Young",0.204499882109112,"8"
"Cell_2145",770,1196,"Cell",0,"Young",-0.312268008387129,"0"
"Cell_2146",988,1721,"Cell",0,"Young",-0.0163437628434286,"0"
"Cell_2147",735,1082,"Cell",0,"Young",0.509586023015577,"2"
"Cell_2148",712,1054,"Cell",0,"Young",-0.457059682492007,"0"
"Cell_2149",2181,5276,"Cell",0,"Young",-0.383841977296912,"1"
"Cell_2151",1590,3547,"Cell",0,"Young",0.0672668694759631,"2"
"Cell_2152",665,941,"Cell",0,"Young",-0.200830382962571,"0"
"Cell_2153",723,1169,"Cell",0,"Young",-0.248459454394462,"0"
"Cell_2154",1126,2049,"Cell",0,"Young",-0.046431154625728,"0"
"Cell_2155",897,1645,"Cell",0,"Young",-0.171954194173262,"2"
"Cell_2156",990,1681,"Cell",0,"Young",-0.259989100532632,"0"
"Cell_2157",2123,4996,"Cell",0,"Young",-0.232792162009326,"5"
"Cell_2158",2478,5691,"Cell",0,"Young",-0.0218746214161238,"4"
"Cell_2159",1131,2243,"Cell",0,"Young",-0.244455133992612,"3"
"Cell_2160",1020,1662,"Cell",0,"Young",-0.121982085994463,"3"
"Cell_2161",645,1001,"Cell",0,"Young",-0.305733977319749,"1"
"Cell_2162",1972,4075,"Cell",0,"Young",0.184075339782064,"4"
"Cell_2163",667,1042,"Cell",0,"Young",-0.13826314024212,"4"
"Cell_2164",733,1225,"Cell",0,"Young",-0.380270773243321,"0"
"Cell_2166",1865,4549,"Cell",0,"Young",-0.0769385779495513,"6"
"Cell_2167",857,1364,"Cell",0,"Young",-0.19267074328256,"0"
"Cell_2168",1289,2163,"Cell",0,"Young",-0.0858506730335711,"1"
"Cell_2169",1384,2660,"Cell",0,"Young",-0.371185869170694,"3"
"Cell_2170",717,1122,"Cell",0,"Young",-0.080327813167108,"0"
"Cell_2171",695,1134,"Cell",0,"Young",-0.465941714441179,"0"
"Cell_2172",1221,1987,"Cell",0,"Young",-0.428201915377958,"3"
"Cell_2173",870,1568,"Cell",0,"Young",0.831929675805901,"6"
"Cell_2174",716,1127,"Cell",0,"Young",-0.239174276742654,"0"
"Cell_2175",669,960,"Cell",0,"Young",-0.34393689355112,"3"
"Cell_2176",1076,2125,"Cell",0,"Young",0.948700048890931,"5"
"Cell_2177",1666,3003,"Cell",0,"Young",-0.295846522847746,"5"
"Cell_2178",1856,4395,"Cell",0,"Young",0.383938590900627,"6"
"Cell_2179",1462,3023,"Cell",0,"Young",-0.515874522494711,"1"
"Cell_2180",945,1668,"Cell",0,"Young",0.187294927647587,"1"
"Cell_2181",2143,5165,"Cell",0,"Young",0.185583279543943,"2"
"Cell_2182",1975,4114,"Cell",0,"Young",0.117656572904108,"10"
"Cell_2183",862,1242,"Cell",0,"Young",-0.118007449541106,"3"
"Cell_2184",806,1251,"Cell",0,"Young",0.457866702705773,"3"
"Cell_2185",1120,2009,"Cell",0,"Young",-0.2084184742644,"0"
"Cell_2186",1036,1807,"Cell",0,"Young",0.0803138077499345,"1"
"Cell_2187",814,1284,"Cell",0,"Young",-0.18305629352088,"0"
"Cell_2188",633,909,"Cell",0,"Young",-0.326560950534611,"1"
"Cell_2189",747,1151,"Cell",0,"Young",-0.204444031196563,"2"
"Cell_2190",887,1484,"Cell",0,"Young",0.152342395043489,"2"
"Cell_2191",789,1267,"Cell",0,"Young",-0.471511480275366,"0"
"Cell_2192",1790,4112,"Cell",0,"Young",1.28023274070736,"6"
"Cell_2193",785,1349,"Cell",0,"Young",-0.248225642714315,"0"
"Cell_2194",1127,1908,"Cell",0,"Young",0.26056901849428,"2"
"Cell_2195",1306,2389,"Cell",0,"Young",0.0776412111558928,"2"
"Cell_2196",779,1173,"Cell",0,"Young",-0.404184835766762,"0"
"Cell_2197",1157,2090,"Cell",0,"Young",-0.21082620379991,"0"
"Cell_2198",882,1450,"Cell",0,"Young",-0.124447285037851,"0"
"Cell_2199",1129,1982,"Cell",0,"Young",-0.133285745209362,"2"
"Cell_2200",850,1341,"Cell",0,"Young",-0.446174982254022,"0"
"Cell_2201",1644,3244,"Cell",0,"Young",-0.358990108324104,"0"
"Cell_2202",855,1329,"Cell",0,"Young",0.151262899882561,"2"
"Cell_2204",610,906,"Cell",0,"Young",-0.433252836772781,"0"
"Cell_2205",1230,2364,"Cell",0,"Young",-0.185121007835167,"5"
"Cell_2206",815,1359,"Cell",0,"Young",0.122545105414986,"1"
"Cell_2207",861,1389,"Cell",0,"Young",0.0647117237001121,"2"
"Cell_2208",732,1051,"Cell",0,"Young",-0.195175385158153,"3"
"Cell_2209",1071,1989,"Cell",0,"Young",-0.330939325513747,"1"
"Cell_2210",670,1000,"Cell",0,"Young",-0.151275611967446,"0"
"Cell_2211",1035,1743,"Cell",0,"Young",-0.110392012627242,"0"
"Cell_2212",1485,2809,"Cell",0,"Young",0.915665263579197,"4"
"Cell_2213",1217,2197,"Cell",0,"Young",-0.399664310309838,"3"
"Cell_2214",1284,2226,"Cell",0,"Young",0.189052180884003,"1"
"Cell_2215",805,1255,"Cell",0,"Young",-0.201801082154229,"8"
"Cell_2216",1152,2052,"Cell",0,"Young",-0.124418582117696,"3"
"Cell_2217",1446,2924,"Cell",0,"Young",-0.400376926813441,"0"
"Cell_2218",1486,2671,"Cell",0,"Young",-0.173725299213452,"0"
"Cell_2219",867,1270,"Cell",0,"Young",-0.107668776807526,"0"
"Cell_2220",777,1197,"Cell",0,"Young",-0.30360356169884,"0"
"Cell_2221",667,1040,"Cell",0,"Young",0.0258863277179455,"3"
"Cell_2222",752,1157,"Cell",0,"Young",0.136687443823671,"2"
"Cell_2223",640,980,"Cell",0,"Young",0.051430242853474,"3"
"Cell_2224",1265,2219,"Cell",0,"Young",0.125067835789291,"2"
"Cell_2225",997,1559,"Cell",0,"Young",0.0798221620383244,"3"
"Cell_2226",620,941,"Cell",0,"Young",-0.243161859402838,"0"
"Cell_2227",903,1377,"Cell",0,"Young",0.20466395676394,"2"
"Cell_2228",782,1250,"Cell",0,"Young",-0.223115542217855,"0"
"Cell_2229",617,927,"Cell",0,"Young",-0.276759243575435,"1"
"Cell_2230",975,1561,"Cell",0,"Young",-0.0538356014716233,"5"
"Cell_2231",958,1591,"Cell",0,"Young",0.00807159603675123,"3"
"Cell_2232",883,1428,"Cell",0,"Young",-0.187222488980637,"0"
"Cell_2233",1048,1826,"Cell",0,"Young",-0.192913715114824,"0"
"Cell_2234",1129,2045,"Cell",0,"Young",0.158722342575113,"5"
"Cell_2235",897,1434,"Cell",0,"Young",-0.296491852536988,"0"
"Cell_2236",2006,4509,"Cell",0,"Young",0.249386205354863,"6"
"Cell_2237",935,1543,"Cell",0,"Young",0.531454327482606,"2"
"Cell_2238",1629,2789,"Cell",0,"Young",-0.135977163766931,"10"
"Cell_2239",1819,4471,"Cell",0,"Young",-0.163827993501497,"1"
"Cell_2240",693,1061,"Cell",0,"Young",-0.159000683576954,"1"
"Cell_2241",866,1312,"Cell",0,"Young",-0.351161720915674,"0"
"Cell_2242",1237,2191,"Cell",0,"Young",-0.334955042044878,"3"
"Cell_2243",1771,4160,"Cell",0,"Young",-0.0776709220101117,"1"
"Cell_2244",1052,1711,"Cell",0,"Young",-0.277967836901464,"8"
"Cell_2245",751,1070,"Cell",0,"Young",-0.389520788682319,"3"
"Cell_2246",688,995,"Cell",0,"Young",0.111398675251093,"1"
"Cell_2247",1230,2123,"Cell",0,"Young",0.2264223675541,"3"
"Cell_2248",821,1449,"Cell",0,"Young",-0.258556504799632,"0"
"Cell_2249",805,1286,"Cell",0,"Young",0.0661515795928704,"2"
"Cell_2250",1644,3314,"Cell",0,"Young",0.330830222343906,"4"
"Cell_2251",673,1030,"Cell",0,"Young",-0.412573048320318,"0"
"Cell_2252",664,939,"Cell",0,"Young",-0.221654307318922,"1"
"Cell_2253",681,983,"Cell",0,"Young",-0.31345900881682,"0"
"Cell_2254",2456,6346,"Cell",0,"Young",0.0677221784282329,"1"
"Cell_2255",1000,1643,"Cell",0,"Young",0.178643223470015,"3"
"Cell_2256",559,988,"Cell",0,"Young",-0.40970040175211,"0"
"Cell_2258",1307,2286,"Cell",0,"Young",-0.150894602764004,"1"
"Cell_2259",860,1416,"Cell",0,"Young",-0.387045685244269,"1"
"Cell_2260",1580,3279,"Cell",0,"Young",0.517329764724484,"6"
"Cell_2261",925,1424,"Cell",0,"Young",-0.0416215165968834,"3"
"Cell_2262",1094,1993,"Cell",0,"Young",-0.409908166929256,"1"
"Cell_2263",1285,2192,"Cell",0,"Young",-0.076043392154801,"3"
"Cell_2264",991,1649,"Cell",0,"Young",0.396011415230238,"3"
"Cell_2265",1692,3521,"Cell",0,"Young",0.0879144362908465,"1"
"Cell_2266",1955,4269,"Cell",0,"Young",0.135274501961864,"5"
"Cell_2267",989,1737,"Cell",0,"Young",-0.647092016065409,"4"
"Cell_2268",2064,4989,"Cell",0,"Young",1.08395595029669,"6"
"Cell_2269",802,1418,"Cell",0,"Young",-0.0581455894514605,"1"
"Cell_2270",1583,3213,"Cell",0,"Young",0.290792714079682,"4"
"Cell_2271",769,1285,"Cell",0,"Young",0.143700860484635,"3"
"Cell_2272",1042,2039,"Cell",0,"Young",-0.339756813369438,"0"
"Cell_2273",2179,4953,"Cell",0,"Young",-0.179981960883981,"10"
"Cell_2274",792,1466,"Cell",0,"Young",-0.208488887886758,"1"
"Cell_2275",819,1320,"Cell",0,"Young",0.184927153426839,"2"
"Cell_2276",628,966,"Cell",0,"Young",0.0524242996808449,"2"
"Cell_2277",748,1134,"Cell",0,"Young",-0.413047565091582,"3"
"Cell_2278",863,1382,"Cell",0,"Young",0.184666853745727,"3"
"Cell_2279",1017,1885,"Cell",0,"Young",-0.438166339384938,"0"
"Cell_2280",860,1404,"Cell",0,"Young",-0.42108716712448,"3"
"Cell_2281",1293,2357,"Cell",0,"Young",-0.304323523652913,"4"
"Cell_2282",772,1303,"Cell",0,"Young",-0.188330539142374,"0"
"Cell_2283",857,1365,"Cell",0,"Young",0.155755749202124,"2"
"Cell_2284",991,1631,"Cell",0,"Young",0.150615501698487,"1"
"Cell_2285",878,1418,"Cell",0,"Young",0.588528998369627,"2"
"Cell_2286",745,1095,"Cell",0,"Young",-0.253724229312135,"0"
"Cell_2287",1273,2200,"Cell",0,"Young",-0.134477358313741,"2"
"Cell_2288",722,1218,"Cell",0,"Young",-0.303009250290186,"0"
"Cell_2289",688,1065,"Cell",0,"Young",-0.250216131761382,"1"
"Cell_2290",958,1678,"Cell",0,"Young",-0.206373151110763,"0"
"Cell_2291",2468,6357,"Cell",0,"Young",0.319910269239492,"1"
"Cell_2292",1719,3502,"Cell",0,"Young",0.453069758134961,"3"
"Cell_2293",801,1404,"Cell",0,"Young",1.10734451232091,"2"
"Cell_2294",978,1709,"Cell",0,"Young",0.192175151604137,"5"
"Cell_2295",1559,3137,"Cell",0,"Young",-0.259178365125547,"1"
"Cell_2296",640,982,"Cell",0,"Young",0.11090158961832,"1"
"Cell_2298",1461,3043,"Cell",0,"Young",-0.183976527401473,"0"
"Cell_2299",646,966,"Cell",0,"Young",-0.131605517483223,"3"
"Cell_2300",592,1370,"Cell",0,"Young",-0.298412051455114,"4"
"Cell_2301",909,1431,"Cell",0,"Young",-0.372324718494703,"8"
"Cell_2302",810,1431,"Cell",0,"Young",0.0926389827575954,"2"
"Cell_2303",1117,2029,"Cell",0,"Young",-0.241168586038702,"4"
"Cell_2304",1582,3215,"Cell",0,"Young",0.320818862001401,"4"
"Cell_2305",914,1492,"Cell",0,"Young",0.566031082055714,"2"
"Cell_2306",688,1033,"Cell",0,"Young",-0.32858493197965,"0"
"Cell_2307",663,922,"Cell",0,"Young",0.00484489871785765,"1"
"Cell_2308",2463,5859,"Cell",0,"Young",0.0458793853807324,"5"
"Cell_2309",508,971,"Cell",0,"Young",-0.29088309145051,"0"
"Cell_2310",1433,2884,"Cell",0,"Young",0.649252506765911,"8"
"Cell_2311",816,1414,"Cell",0,"Young",-0.210236698467491,"1"
"Cell_2312",972,1627,"Cell",0,"Young",-0.073235963174158,"1"
"Cell_2313",709,1003,"Cell",0,"Young",0.357544818391997,"2"
"Cell_2314",1200,2112,"Cell",0,"Young",-0.0700289122306286,"4"
"Cell_2315",1639,3220,"Cell",0,"Young",0.0681256075394285,"5"
"Cell_2316",1037,1961,"Cell",0,"Young",0.604853398120927,"2"
"Cell_2317",1146,1938,"Cell",0,"Young",-0.0142748362563622,"3"
"Cell_2318",820,1225,"Cell",0,"Young",0.104500663073579,"6"
"Cell_2319",1381,2396,"Cell",0,"Young",0.0238512479688207,"2"
"Cell_2320",848,1384,"Cell",0,"Young",-0.082740092758949,"0"
"Cell_2321",653,1049,"Cell",0,"Young",0.0262170282345154,"1"
"Cell_2322",969,1710,"Cell",0,"Young",-0.231822594939341,"7"
"Cell_2323",737,1297,"Cell",0,"Young",-0.168385796528057,"3"
"Cell_2324",872,1417,"Cell",0,"Young",-0.109356356066491,"0"
"Cell_2325",795,1245,"Cell",0,"Young",0.0302946695740012,"2"
"Cell_2326",650,946,"Cell",0,"Young",-0.253054178459123,"5"
"Cell_2327",930,1443,"Cell",0,"Young",-0.20285021751283,"0"
"Cell_2328",1171,2024,"Cell",0,"Young",0.237715431828019,"2"
"Cell_2329",766,1279,"Cell",0,"Young",0.146056947477706,"8"
"Cell_2330",1546,3443,"Cell",0,"Young",-0.375761647764746,"4"
"Cell_2331",742,1066,"Cell",0,"Young",-0.291867333456588,"3"
"Cell_2332",1385,2485,"Cell",0,"Young",-0.184110455341656,"7"
"Cell_2333",874,1353,"Cell",0,"Young",0.193921089535621,"2"
"Cell_2334",1955,4538,"Cell",0,"Young",0.795499433049664,"6"
"Cell_2335",1140,2059,"Cell",0,"Young",0.0264066878018278,"2"
"Cell_2337",1809,3782,"Cell",0,"Young",0.0203851906576121,"6"
"Cell_2338",2296,4845,"Cell",0,"Young",0.00433250769176974,"8"
"Cell_2339",1031,1845,"Cell",0,"Young",-0.12365264622314,"6"
"Cell_2340",876,1396,"Cell",0,"Young",-0.0540257401775086,"3"
"Cell_2341",1206,2176,"Cell",0,"Young",-0.341262271855184,"0"
"Cell_2342",785,1248,"Cell",0,"Young",0.0125629010431191,"3"
"Cell_2343",1176,2148,"Cell",0,"Young",-0.100926277741779,"1"
"Cell_2344",1013,1749,"Cell",0,"Young",-0.414936410843882,"1"
"Cell_2345",1979,4811,"Cell",0,"Young",0.977729415305474,"6"
"Cell_2346",779,1198,"Cell",0,"Young",-0.151961047867154,"1"
"Cell_2347",719,1055,"Cell",0,"Young",-0.517976724011983,"0"
"Cell_2348",647,935,"Cell",0,"Young",0.245184748638965,"3"
"Cell_2349",1529,2992,"Cell",0,"Young",0.0673658123742168,"5"
"Cell_2350",982,1582,"Cell",0,"Young",-0.00582069969974641,"2"
"Cell_2351",763,1255,"Cell",0,"Young",-0.222961085579549,"0"
"Cell_2352",690,1117,"Cell",0,"Young",0.13750742364164,"5"
"Cell_2353",714,1007,"Cell",0,"Young",-0.23956336492659,"3"
"Cell_2354",1353,3925,"Cell",0,"Young",-0.324851591644987,"9"
"Cell_2355",700,1012,"Cell",0,"Young",-0.0237273164289152,"2"
"Cell_2356",993,1595,"Cell",0,"Young",-0.0667230489737459,"4"
"Cell_2357",914,1425,"Cell",0,"Young",-0.199609481843977,"0"
"Cell_2358",1420,2960,"Cell",0,"Young",-0.607086236403453,"7"
"Cell_2359",647,1009,"Cell",0,"Young",-0.0961619508349493,"3"
"Cell_2360",1239,2257,"Cell",0,"Young",0.0256095442257483,"3"
"Cell_2361",1229,2268,"Cell",0,"Young",-0.158787652543919,"3"
"Cell_2362",709,1120,"Cell",0,"Young",-0.422385964738425,"0"
"Cell_2363",1298,2166,"Cell",0,"Young",0.725758234280479,"1"
"Cell_2364",846,1311,"Cell",0,"Young",-0.110555267474451,"3"
"Cell_2365",670,989,"Cell",0,"Young",0.345587729032319,"2"
"Cell_2366",718,1184,"Cell",0,"Young",0.0979034325578538,"2"
"Cell_2367",1065,1822,"Cell",0,"Young",0.0938531510148588,"4"
"Cell_2368",1409,2734,"Cell",0,"Young",0.25740999740065,"2"
"Cell_2369",961,1642,"Cell",0,"Young",0.745047469792494,"3"
"Cell_2370",1502,2695,"Cell",0,"Young",-0.179033161871196,"10"
"Cell_2371",1053,1806,"Cell",0,"Young",0.628012390233424,"2"
"Cell_2372",837,1319,"Cell",0,"Young",-0.075217220054609,"0"
"Cell_2373",1767,3469,"Cell",0,"Young",-0.19717973764736,"10"
"Cell_2374",1878,3742,"Cell",0,"Young",0.236004107744604,"3"
"Cell_2376",739,1076,"Cell",0,"Young",-0.315773864567839,"0"
"Cell_2377",1429,2857,"Cell",0,"Young",-0.357342848114658,"3"
"Cell_2378",827,1382,"Cell",0,"Young",-0.661660151188892,"1"
"Cell_2379",694,1046,"Cell",0,"Young",-0.165774117527232,"0"
"Cell_2380",1545,2880,"Cell",0,"Young",-0.0743725210232733,"8"
"Cell_2381",992,1698,"Cell",0,"Young",-0.290592764260393,"0"
"Cell_2382",1441,2789,"Cell",0,"Young",0.0404012062347389,"3"
"Cell_2383",804,1236,"Cell",0,"Young",0.239971210434396,"2"
"Cell_2384",1364,2695,"Cell",0,"Young",0.563167220790358,"6"
"Cell_2385",890,1363,"Cell",0,"Young",0.406213295535007,"6"
"Cell_2386",1281,2461,"Cell",0,"Young",-0.12415900860128,"1"
"Cell_2387",947,1622,"Cell",0,"Young",-0.27489095617296,"1"
"Cell_2388",741,1138,"Cell",0,"Young",0.180955431578479,"3"
"Cell_2389",1318,2585,"Cell",0,"Young",0.0373541678126019,"1"
"Cell_2390",1159,2024,"Cell",0,"Young",-0.123507491599416,"4"
"Cell_2391",1388,2531,"Cell",0,"Young",-0.0511799265116659,"3"
"Cell_2392",924,1448,"Cell",0,"Young",-0.0406630787715042,"0"
"Cell_2393",842,1373,"Cell",0,"Young",-0.395993263589185,"1"
"Cell_2394",1561,3430,"Cell",0,"Young",0.268573924728169,"2"
"Cell_2395",969,1532,"Cell",0,"Young",-0.159860068800153,"3"
"Cell_2396",2239,5514,"Cell",0,"Young",-0.145581533016627,"1"
"Cell_2397",644,1083,"Cell",0,"Young",0.264269502058639,"1"
"Cell_2398",675,951,"Cell",0,"Young",0.450471921981446,"3"
"Cell_2399",1826,4262,"Cell",0,"Young",-0.0279036809694726,"1"
"Cell_2400",806,1276,"Cell",0,"Young",-0.125530023340313,"0"
"Cell_2401",1400,2663,"Cell",0,"Young",-0.287213309720367,"4"
"Cell_2402",996,1728,"Cell",0,"Young",0.734589482384734,"8"
"Cell_2403",917,1455,"Cell",0,"Young",0.4428318899217,"3"
"Cell_2404",1070,1744,"Cell",0,"Young",0.28024310570469,"1"
"Cell_2405",925,1636,"Cell",0,"Young",1.11062925363745,"0"
"Cell_2406",818,1270,"Cell",0,"Young",-0.531912952801849,"3"
"Cell_2407",1293,2469,"Cell",0,"Young",0.231755979803303,"4"
"Cell_2408",735,1105,"Cell",0,"Young",0.11978821561172,"2"
"Cell_2409",1094,1920,"Cell",0,"Young",0.0643352215945214,"2"
"Cell_2410",1077,2448,"Cell",0,"Young",0.274717372847834,"9"
"Cell_2411",812,1292,"Cell",0,"Young",-0.16352259083898,"0"
"Cell_2412",701,1155,"Cell",0,"Young",0.166556574127651,"2"
"Cell_2413",692,1017,"Cell",0,"Young",-0.114098268522143,"0"
"Cell_2414",1724,3761,"Cell",0,"Young",-0.416074710840366,"1"
"Cell_2415",741,1172,"Cell",0,"Young",-0.316040207878937,"0"
"Cell_2416",1217,2395,"Cell",0,"Young",-0.0103639916219921,"3"
"Cell_2417",1740,3911,"Cell",0,"Young",-0.368679629757268,"8"
"Cell_2418",679,1036,"Cell",0,"Young",-0.310909998235457,"1"
"Cell_2419",926,1508,"Cell",0,"Young",0.412354686212538,"3"
"Cell_2420",1888,3966,"Cell",0,"Young",-0.234516085842863,"8"
