"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","entrezid"
"ENSMUSG00000038541",40.2714582369797,-0.00898969942906444,1.67312545879153,-0.00537299781186615,0.995712988627725,0.999939737211187,"Srd5a2","94224"
"ENSMUSG00000038542",1707.28416291159,0.112585411941095,0.22735746737034,0.495191177326525,0.620465177810349,0.99925033818109,"Pcid2","234069"
"ENSMUSG00000038543",1122.42287621463,-0.00794261342941931,0.269895797931561,-0.0294284442006517,0.976522887433073,0.99925033818109,"BC028528","229600"
"ENSMUSG00000038544",1645.87090213629,0.0912304795557374,0.273534336772646,0.333524780223719,0.738738187284066,0.99925033818109,"Inip","66209"
"ENSMUSG00000038545",1158.35915595219,0.234036113420861,0.221258621450472,1.05774912582672,0.290169832083138,0.911146876239659,"Cul7","66515"
"ENSMUSG00000038546",2232.79118650268,-0.0528121203672643,0.401895472493096,-0.131407602179872,0.895452875143773,0.99925033818109,"Ranbp9","56705"
"ENSMUSG00000038550",1037.06771665902,0.615860762193404,0.466200171333129,1.32102217043874,0.186493971960424,0.796312305746072,"Ciart","229599"
"ENSMUSG00000038552",131.329903786019,0.00169439396029563,0.533412059652525,0.00317651978359729,0.997465508169871,0.999939737211187,"Fndc4","64339"
"ENSMUSG00000038555",234.503091867793,-0.298031013052105,0.657016742765713,-0.453612508864755,0.650107748622256,0.99925033818109,"Reep2","225362"
"ENSMUSG00000038563",591.983127676594,-0.0788558626707641,0.632400529669421,-0.124692910538808,0.900766670166151,0.99925033818109,"Efl1","101592"
"ENSMUSG00000038564",1346.85553246108,-0.234227313557268,0.247953251503958,-0.944643041123941,0.344841145346192,0.946919994048808,"Ift172","67661"
"ENSMUSG00000038569",52.0188122738624,1.47175926578036,1.71898594074207,0.856178768480801,NA,NA,"Rad9b","231724"
"ENSMUSG00000038570",24.5325065572341,0.602240365998251,3.14432556561978,0.191532445807514,NA,NA,"Saxo2","330577"
"ENSMUSG00000038576",53.2139934897973,1.06462592905082,1.93155223322911,0.551176359994684,0.581512783858921,0.99925033818109,"Susd4","96935"
"ENSMUSG00000038578",47.500924562342,-0.687603829898162,1.37024475805148,-0.501810954472067,0.615800506727348,0.99925033818109,"Susd1","634731"
"ENSMUSG00000038580",1.4750451959541,-4.05900139449349,3.93686655141442,-1.03102336375491,0.302529863637796,NA,"Sct","20287"
"ENSMUSG00000038582",2170.89528452997,-0.0866674900404394,0.295433923500002,-0.293356595660007,0.769249598329823,0.99925033818109,"Pptc7","320717"
"ENSMUSG00000038583",1542.41179752057,-0.678699257122007,0.38300187290356,-1.77205205806632,0.0763859161201851,0.651831758585402,"Pln","18821"
"ENSMUSG00000038587",9735.01840659473,-0.0606981560694007,0.24583355567715,-0.246907530187274,0.804979788478438,0.99925033818109,"Akap12","83397"
"ENSMUSG00000038593",168.958304174203,0.617859670181126,1.18132678546196,0.523021807161943,0.600959077829214,0.99925033818109,"Tctn1","654470"
"ENSMUSG00000038594",2069.06799340326,0.0734160526000868,0.24773689581943,0.296346865723216,0.766965198710662,0.99925033818109,"Cep85l","100038725"
"ENSMUSG00000038600",6.14673348763047,6.0568463770265,3.913746056558,1.54758287571506,0.121722756920711,0.695330494703296,"Atp6v0a4","140494"
"ENSMUSG00000038602",70.6600548546353,0.474914334182575,2.09525760506378,0.226661548935468,0.820686928445486,0.99925033818109,"Slc35f1","215085"
"ENSMUSG00000038604",13206.8288556099,-0.0268719825123177,0.13301063056075,-0.202028833327307,0.839894183185809,0.99925033818109,"Ripor1","75687"
"ENSMUSG00000038605",621.739925353969,-0.256453654574464,0.482131099098546,-0.531916848039801,0.594783587784853,0.99925033818109,"Samd10","229011"
"ENSMUSG00000038607",1.66336885277062,1.81964279665518,3.5065809347843,0.518922229515603,0.603814975375017,NA,"Gng10","14700"
"ENSMUSG00000038608",355.392248725054,-0.558875341332029,0.706792463065497,-0.790720572921898,0.42910706808416,0.979002417888514,"Dock10","210293"
"ENSMUSG00000038611",3282.03708468564,-0.234840422288239,0.301279215120577,-0.779477675531821,0.435698383230968,0.981138108991634,"Phrf1","101471"
"ENSMUSG00000038612",31569.1938292504,-0.107373542910103,0.207459911627126,-0.517562848976285,0.604763308004283,0.99925033818109,"Mcl1","17210"
"ENSMUSG00000038615",15616.5938188953,-0.282103226564944,0.149455964298309,-1.88753408329611,0.0590885265428167,0.590549030569244,"Nfe2l1","18023"
"ENSMUSG00000038618",70.1098207135604,2.64015980777812,1.57103485984738,1.68052274030036,0.0928556536532292,0.673579918970559,"Rassf7","66985"
"ENSMUSG00000038619",7144.7865630925,-0.0550097423927679,0.152189409313281,-0.36145578487351,0.71775875236752,0.99925033818109,"Ensa","56205"
"ENSMUSG00000038622",996.430157381153,0.291377301832552,0.287463708192273,1.01361421817345,0.310766870543412,0.926231440314065,"Med30","69790"
"ENSMUSG00000038623",1786.59298375782,0.143634230639289,0.233700049467076,0.61460932920994,0.53881275187959,0.99925033818109,"Tm6sf1","107769"
"ENSMUSG00000038624",1912.90189205599,0.196549042982587,0.341080563400419,0.576254011729904,0.564443502339913,0.99925033818109,"Nepn","66650"
"ENSMUSG00000038628",1378.09913668452,-0.0204163530520749,0.215996682985918,-0.0945216045442971,0.92469482132963,0.99925033818109,"Polr3k","67005"
"ENSMUSG00000038633",9711.24422470412,-0.0487815473339074,0.137241955324534,-0.355441943526338,0.722258531183473,0.99925033818109,"Degs1","13244"
"ENSMUSG00000038637",294.427970555838,-0.0108340559997866,0.464752472292554,-0.0233114542593906,0.981401835019714,0.99925033818109,"Lrrc56","70552"
"ENSMUSG00000038642",125.962679149706,0.806158614245553,0.859761669861342,0.937653587622214,0.348422462705944,0.948192459202072,"Ctss","13040"
"ENSMUSG00000038644",2955.94785680701,0.132144114457442,0.221219154679174,0.597344812428589,0.550277191359708,0.99925033818109,"Pold1","18971"
"ENSMUSG00000038646",1448.76202215416,0.12727536904414,0.160688996585715,0.792060263916383,0.428325538122762,0.978919871261086,"Fam103a1","67148"
"ENSMUSG00000038648",1992.19091152111,0.070181395765865,0.236537461658937,0.296703089961536,0.766693197769411,0.99925033818109,"Creb3l2","208647"
"ENSMUSG00000038650",4255.48133506347,0.0654204797471684,0.178861428714397,0.365760690929238,0.714543654437912,0.99925033818109,"Rnh1","107702"
"ENSMUSG00000038658",1420.16648757937,-0.0878839083526906,0.51045313947569,-0.172168415778499,0.863305127633378,0.99925033818109,"Ric1","226089"
"ENSMUSG00000038663",69.4561686529815,-1.31920209417842,2.1731800347111,-0.607037646723915,0.543825928564227,0.99925033818109,"Fsd2","244091"
"ENSMUSG00000038664",2373.89306565604,-0.172785355224783,0.274826630846205,-0.628706740292121,0.529541064581669,0.99925033818109,"Herc1","235439"
"ENSMUSG00000038665",2.51563158323587,4.77025032186484,3.92378110548922,1.21572794037655,0.224088576929518,NA,"Dgki","320127"
"ENSMUSG00000038668",55.1454200917936,2.38341022773132,1.95375879881536,1.21991016965681,0.222498930215585,0.846037892537204,"Lpar1","14745"
"ENSMUSG00000038671",2624.19860867858,-0.074372197420255,0.26330654486074,-0.282454799821211,0.777594800571652,0.99925033818109,"Arfrp1","76688"
"ENSMUSG00000038677",73.2118376859217,0.269787896199693,0.998883932582445,0.270089334105318,0.787091527443468,0.99925033818109,"Scube3","268935"
"ENSMUSG00000038679",313.784892250919,0.545133819321996,0.723273474595719,0.753703596867981,0.451027221617947,0.986984803701494,"Trps1","83925"
"ENSMUSG00000038683",4978.22130430145,0.191288732211769,0.151705524625158,1.26092133219549,0.207337191612158,0.823786885915288,"Pak1ip1","68083"
"ENSMUSG00000038685",660.161497723284,0.161866741756221,0.306173854974593,0.528675911173581,0.597030290433648,0.99925033818109,"Rtel1","269400"
"ENSMUSG00000038690",1164.91843792143,0.119750316995159,0.294502293759986,0.406619301555434,0.684287618718419,0.99925033818109,"Atp5j2","57423"
"ENSMUSG00000038692",49.3267633161482,1.8330443253216,0.685308820198466,2.67477124370113,0.00747802562463256,0.219648674229404,"Hoxb4","15412"
"ENSMUSG00000038695",1567.86733473416,0.104185747028118,0.242624205698234,0.429412006639189,0.667623417607385,0.99925033818109,"Josd2","66124"
"ENSMUSG00000038696",3765.11900619024,0.255852860671173,0.193838709765127,1.31992655636838,0.186859540100753,0.796312305746072,"Mapkap1","227743"
"ENSMUSG00000038697",2372.78594769019,-0.227170408260236,0.226198771569567,-1.00429549941375,0.315236202316672,0.927582525316807,"Taf5l","102162"
"ENSMUSG00000038700",221.590335426636,1.09990679271505,0.540270390340718,2.03584503681833,0.0417659184204541,0.510927100023936,"Hoxb5","15413"
"ENSMUSG00000038702",641.660172036221,0.101004358057266,0.320408191041406,0.315236504188536,0.752582091101068,0.99925033818109,"Dsel","319901"
"ENSMUSG00000038705",1342.9519199368,0.0433637251742676,0.524683813706175,0.0826473469192085,0.934131952627799,0.99925033818109,"Gmeb2","229004"
"ENSMUSG00000038708",2814.17901711128,-0.187435653168147,0.21984423271861,-0.85258389929226,0.393890094365498,0.967605108705238,"Golga4","54214"
"ENSMUSG00000038712",4441.99814151298,-0.208598027466676,0.175298937019978,-1.18995603175222,0.234063673822293,0.861080691471424,"Mindy1","75007"
"ENSMUSG00000038717",29.5031950820839,-0.110202704082015,1.03352460087802,-0.106628041546755,0.915084071465131,0.99925033818109,"Atp5l","27425"
"ENSMUSG00000038718",824.602277063432,-0.26964319296409,0.315761724946051,-0.853945148070622,0.393135382357982,0.967605108705238,"Pbx3","18516"
"ENSMUSG00000038721",29.923470900357,1.00884655208598,2.01905877964853,0.499661803933017,0.617313231800248,0.99925033818109,"Hoxb7","15415"
"ENSMUSG00000038722",1678.91424109451,0.124398584445689,0.169381837229718,0.734426940221332,0.462688572590348,0.989687723691494,"Bud31","231889"
"ENSMUSG00000038725",79.5906018640967,0.58423420107003,2.19291627503743,0.266418835830865,0.789916660383189,0.99925033818109,"Pkhd1l1","192190"
"ENSMUSG00000038729",7.67834172475878,0.370907069333195,1.373131752374,0.270117611578012,0.787069773475546,0.99925033818109,"Akap2","11641"
"ENSMUSG00000038732",89.178274187819,-0.00393334007794043,1.50312523873723,-0.00261677468821215,0.997912118259975,0.999939737211187,"Mboat1","218121"
"ENSMUSG00000038733",2755.15941905223,-0.162201952177288,0.182874500889647,-0.886957729963488,0.375101658588809,0.959803580568374,"Wdr26","226757"
"ENSMUSG00000038736",620.201578140649,-0.259705340657056,0.703060947568674,-0.369392357170696,0.711835293900196,0.99925033818109,"Nudcd1","67429"
"ENSMUSG00000038740",300.428999479927,0.381822238231822,0.432676487086533,0.882465883003853,0.377524921496978,0.959868381875253,"Mvb12b","72543"
