"","V1","V2","cl_kmeans","cl_hierarchical","CellNames"
"Cell_5781",33.499731064366,-5.29877363990013,"8","5","Cell_5781"
"Cell_5791",-24.6935456118037,17.7544640721931,"7","7","Cell_5791"
"Cell_5801",-5.91657537376521,6.02048631000727,"3","4","Cell_5801"
"Cell_5811",16.0615211992976,-13.5695730286173,"4","6","Cell_5811"
"Cell_5821",0.147804516477929,0.77079985693546,"3","4","Cell_5821"
"Cell_5831",-2.70498366375001,33.5514440662751,"5","2","Cell_5831"
"Cell_5841",5.63190077619193,-35.8296755417997,"2","3","Cell_5841"
"Cell_5851",-18.6048533861791,28.9609086029245,"7","7","Cell_5851"
"Cell_5861",34.7419479943931,-14.1595519920726,"8","5","Cell_5861"
"Cell_5871",-20.9964452833294,8.62312214366699,"7","7","Cell_5871"
"Cell_5881",-2.62098697953762,7.38809783932405,"3","1","Cell_5881"
"Cell_5891",21.009672429973,24.3184284470482,"6","8","Cell_5891"
"Cell_5901",-15.3434413486669,1.29956573655269,"1","4","Cell_5901"
"Cell_5911",35.316961386085,-11.9623827946195,"8","5","Cell_5911"
"Cell_5921",6.71490854712986,-19.9717032200513,"4","6","Cell_5921"
"Cell_5931",24.373076521472,-4.39017672243099,"8","8","Cell_5931"
"Cell_5941",-24.8660028193699,-5.66979281895779,"1","4","Cell_5941"
"Cell_5951",-6.29545382014768,35.3010763735346,"5","2","Cell_5951"
"Cell_5961",6.13802943499734,-32.7144280631328,"2","3","Cell_5961"
"Cell_5971",20.6419501578759,27.6626878416087,"6","8","Cell_5971"
"Cell_5981",-15.1624438189447,25.9251251060308,"5","7","Cell_5981"
"Cell_5991",4.15010238807474,-37.6191684034898,"2","3","Cell_5991"
"Cell_6001",-14.7527035919119,-6.313393142372,"1","4","Cell_6001"
"Cell_6011",-18.731814385661,15.7749117959832,"7","7","Cell_6011"
"Cell_6021",29.3191622257463,-17.0623371787853,"8","5","Cell_6021"
"Cell_6031",10.4911389431953,-5.47146172406629,"4","6","Cell_6031"
"Cell_6041",-15.8764663265993,-4.39022062293787,"1","4","Cell_6041"
"Cell_6051",-17.8313528920716,-6.00592439506601,"1","4","Cell_6051"
"Cell_6061",-16.9518850683427,12.9089639916115,"7","7","Cell_6061"
"Cell_6071",30.4657519687292,-6.86175935170744,"8","5","Cell_6071"
"Cell_6081",-22.1063111424847,14.5771827633463,"7","7","Cell_6081"
"Cell_6091",13.228681654727,-2.13304004077374,"4","6","Cell_6091"
"Cell_6101",-1.18987939473616,-38.0919492382491,"2","3","Cell_6101"
"Cell_6111",10.9950094041743,22.2374459193293,"6","8","Cell_6111"
"Cell_6121",-5.68197010333909,34.3633672177307,"5","2","Cell_6121"
"Cell_6131",-11.9810950310944,-7.94766245086896,"1","4","Cell_6131"
"Cell_6141",-2.54131759773637,-0.0112759986979432,"3","4","Cell_6141"
"Cell_6151",18.3035703778516,17.2481603245184,"6","8","Cell_6151"
"Cell_6161",6.69464273282719,17.4315324031972,"6","1","Cell_6161"
"Cell_6171",4.1084289404237,-2.67419921849154,"3","1","Cell_6171"
"Cell_6181",-21.5727307666732,-2.26715410009371,"1","4","Cell_6181"
"Cell_6191",-19.292930875366,26.8705203165134,"7","7","Cell_6191"
"Cell_6201",-29.8375387550637,-1.77611228541418,"7","7","Cell_6201"
"Cell_6211",-0.768796507547995,-1.04491101378149,"3","4","Cell_6211"
"Cell_6221",-12.7031246382788,37.6289070260897,"5","2","Cell_6221"
"Cell_6231",-13.2795047898223,-1.67162443316027,"1","4","Cell_6231"
"Cell_6241",-32.3850006738601,2.2622722444619,"7","7","Cell_6241"
"Cell_6251",-3.5295579335064,14.899917527531,"3","1","Cell_6251"
"Cell_6261",-19.494462893848,14.7565316199406,"7","7","Cell_6261"
"Cell_6271",20.4523988728404,9.38435003847029,"6","8","Cell_6271"
"Cell_6281",19.2230057862319,10.4464070680983,"6","8","Cell_6281"
"Cell_6291",-6.02933180043369,3.7858193741543,"3","4","Cell_6291"
"Cell_6301",-15.7304660490379,9.51111659845407,"7","7","Cell_6301"
"Cell_6311",-2.38746001277391,35.3522113285714,"5","2","Cell_6311"
"Cell_6321",-3.42511263681086,-38.528777964756,"2","3","Cell_6321"
"Cell_6331",-14.906852379927,14.0408304532532,"7","7","Cell_6331"
"Cell_6341",6.67766847357607,25.4026419117231,"6","2","Cell_6341"
"Cell_6351",17.9319773680395,22.3292939433485,"6","8","Cell_6351"
"Cell_6361",-1.77042039939129,-37.7632486861651,"2","3","Cell_6361"
"Cell_6371",-1.49421702836443,10.5924979386688,"3","1","Cell_6371"
"Cell_6381",-15.8036745067173,16.9512458975459,"7","7","Cell_6381"
"Cell_6391",23.3847806134668,23.3217898925243,"6","8","Cell_6391"
"Cell_6401",-10.3403766628303,-7.25140445687591,"1","4","Cell_6401"
"Cell_6411",-4.86601448128227,35.042785896774,"5","2","Cell_6411"
"Cell_6421",22.6216886293857,19.3135711414467,"6","8","Cell_6421"
"Cell_6431",-6.52063143397526,33.0325820030565,"5","2","Cell_6431"
"Cell_6441",11.2243567131313,18.7755399285636,"6","8","Cell_6441"
"Cell_6451",-10.9782851979463,5.68689546473185,"3","7","Cell_6451"
"Cell_6461",3.70657811739867,5.10275055215595,"3","1","Cell_6461"
"Cell_6471",3.6607185924236,-26.2324340653932,"2","6","Cell_6471"
"Cell_648",-6.04412644624398,35.6683918422561,"5","2","Cell_648"
"Cell_649",0.435981846141729,-41.6520925159876,"2","3","Cell_649"
"Cell_650",3.23723019984279,-20.8820895858851,"4","6","Cell_650"
"Cell_651",-9.57849091023581,40.9128534998135,"5","2","Cell_651"
"Cell_652",-0.823502745878321,32.9988655967762,"5","2","Cell_652"
"Cell_653",-8.68465413475492,-5.12049603946328,"1","4","Cell_653"
"Cell_654",-14.0852883002214,2.7966789816313,"1","4","Cell_654"
"Cell_655",-23.8937493775665,-14.6609959134639,"1","4","Cell_655"
"Cell_656",23.4250755889206,2.48969224619323,"8","8","Cell_656"
"Cell_657",-0.334981076031226,34.3655380229264,"5","2","Cell_657"
"Cell_658",16.9819658032467,19.8447530225587,"6","8","Cell_658"
"Cell_659",-7.04529193907098,37.1940677761563,"5","2","Cell_659"
"Cell_660",11.2652660669502,-28.7117502079011,"4","6","Cell_660"
"Cell_661",-30.6279632021024,16.9886732811085,"7","7","Cell_661"
"Cell_662",-17.2105415200572,-4.56131233912046,"1","4","Cell_662"
"Cell_663",-12.3134508252116,10.0960672225133,"3","7","Cell_663"
"Cell_664",-0.803481811970415,-39.2955407547385,"2","3","Cell_664"
"Cell_665",30.2575368180656,-15.3381817013962,"8","5","Cell_665"
"Cell_666",-1.67665165368992,33.3206397500149,"5","2","Cell_666"
"Cell_667",-24.4988142393313,12.7372809927069,"7","7","Cell_667"
"Cell_668",-0.868398515214325,39.2135514856662,"5","2","Cell_668"
"Cell_669",1.48595548669341,32.0175345668616,"5","2","Cell_669"
"Cell_670",-1.69155611727976,-39.6046400463051,"2","3","Cell_670"
"Cell_671",-15.7110204077022,-21.9509572878782,"1","4","Cell_671"
"Cell_672",3.77026066608093,-6.8045487065415,"4","4","Cell_672"
"Cell_673",-22.5074921624913,10.1759156643967,"7","7","Cell_673"
"Cell_674",17.2288659177003,17.2001013099425,"6","8","Cell_674"
"Cell_675",-2.30020218891874,4.24304612147523,"3","4","Cell_675"
"Cell_676",3.54143705983507,35.4388350899668,"5","2","Cell_676"
"Cell_677",2.32427891657639,35.2856502460651,"5","2","Cell_677"
"Cell_678",11.3092190088313,-27.6817449297189,"4","6","Cell_678"
"Cell_679",-10.8000832852802,-18.6797171943898,"1","4","Cell_679"
"Cell_680",4.64429672111478,-38.5069728427047,"2","3","Cell_680"
"Cell_681",-15.1482130734582,4.11485525921459,"7","4","Cell_681"
"Cell_682",3.27608344261513,7.34762629319454,"3","1","Cell_682"
"Cell_683",-29.8688433220704,-9.51567038858485,"1","4","Cell_683"
"Cell_684",-7.6097895928046,35.8686892348613,"5","2","Cell_684"
"Cell_685",-11.8596225591773,10.7055568706885,"3","7","Cell_685"
"Cell_686",13.2611643608114,15.4343176732276,"6","8","Cell_686"
"Cell_687",-6.84933883422357,21.3074422377843,"5","2","Cell_687"
"Cell_688",-11.8476833637561,28.2102673587641,"5","2","Cell_688"
"Cell_689",13.8327465510663,16.2436725595175,"6","8","Cell_689"
"Cell_690",9.67036626865897,18.1234292526022,"6","8","Cell_690"
"Cell_691",-2.79368510993627,-12.6157728268561,"4","4","Cell_691"
"Cell_692",-29.4228365721289,6.15467320090826,"7","7","Cell_692"
"Cell_693",-6.27796414723272,29.0477404994537,"5","2","Cell_693"
"Cell_694",14.4345412455018,9.99459058845811,"6","1","Cell_694"
"Cell_695",-6.65946735717053,23.8774635381793,"5","2","Cell_695"
"Cell_696",-2.66140643600419,-24.3138535977604,"2","4","Cell_696"
"Cell_697",24.7144347961793,-1.44362337245559,"8","8","Cell_697"
"Cell_698",15.9642747913754,17.7838156266008,"6","8","Cell_698"
"Cell_699",-5.25354701079091,4.37319675370978,"3","4","Cell_699"
"Cell_700",1.28266323952578,-4.02442883840046,"3","4","Cell_700"
"Cell_701",9.92977533331227,17.717170335264,"6","8","Cell_701"
"Cell_702",28.4315873561069,-9.12677362477269,"8","5","Cell_702"
"Cell_703",18.9854676107877,22.6394089582664,"6","8","Cell_703"
"Cell_704",3.64031460195621,25.3395434347888,"5","2","Cell_704"
"Cell_705",1.80281074691816,-0.328545517656051,"3","1","Cell_705"
"Cell_706",5.94239149534221,-4.43273248913599,"4","1","Cell_706"
"Cell_707",-2.98994903474325,10.4126462065307,"3","1","Cell_707"
"Cell_708",1.80820532335233,22.7164646790406,"5","2","Cell_708"
"Cell_709",10.6217434571902,20.2015309058775,"6","8","Cell_709"
"Cell_710",11.4896036612165,16.2120635352791,"6","8","Cell_710"
"Cell_711",32.1181159810966,-10.5729025654848,"8","5","Cell_711"
"Cell_712",-7.36438683047552,20.1470131827075,"5","2","Cell_712"
"Cell_713",0.265796778205068,-0.507129823439041,"3","4","Cell_713"
"Cell_714",6.64307583585247,-36.5214663740136,"2","3","Cell_714"
"Cell_715",-5.49562514663456,-4.6669717738624,"3","4","Cell_715"
"Cell_716",-15.9575590521467,8.50430285021568,"7","7","Cell_716"
"Cell_717",-27.9843527643756,-4.52101538687442,"7","4","Cell_717"
"Cell_718",-14.5888234378585,-18.2581581128921,"1","4","Cell_718"
"Cell_719",-24.3234433334467,10.5163837035213,"7","7","Cell_719"
"Cell_720",-20.7020446938447,16.9505523890181,"7","7","Cell_720"
"Cell_721",20.1847042214972,18.260465315445,"6","8","Cell_721"
"Cell_722",-6.34458719007808,13.6994198752647,"3","1","Cell_722"
"Cell_723",-14.6836338691256,-6.33672971018148,"1","4","Cell_723"
"Cell_724",-2.71888691669742,9.57077001841195,"3","1","Cell_724"
"Cell_725",29.8447680353586,-13.2310085727403,"8","5","Cell_725"
"Cell_726",-2.08490918095058,22.1817888870566,"5","2","Cell_726"
"Cell_727",32.0310312192033,-18.4279059112551,"8","5","Cell_727"
"Cell_728",-19.8900417117385,27.5531146310171,"7","7","Cell_728"
"Cell_729",-14.5916303617573,-37.3364600168163,"2","3","Cell_729"
"Cell_730",-11.4994139483277,24.0519022354918,"5","2","Cell_730"
"Cell_731",22.0450369398401,23.5808834013264,"6","8","Cell_731"
"Cell_732",-32.8129437540141,5.17614400873464,"7","7","Cell_732"
"Cell_733",-21.2029512316793,6.26090984951472,"7","7","Cell_733"
"Cell_734",25.0349652928672,17.9306796566972,"6","8","Cell_734"
"Cell_735",-1.35375270812769,27.890128953175,"5","2","Cell_735"
"Cell_736",18.3148063610462,20.9610880247875,"6","8","Cell_736"
"Cell_737",5.29307585628897,-35.0968313600487,"2","3","Cell_737"
"Cell_738",14.5167052810255,-9.39067883229872,"4","6","Cell_738"
"Cell_739",-3.38965775759806,1.4796239694976,"3","4","Cell_739"
"Cell_740",-4.89359785355851,-26.0891360345322,"2","4","Cell_740"
"Cell_741",8.34428832859933,-37.2184401038761,"2","3","Cell_741"
"Cell_742",-17.5451983824795,0.664261411974801,"1","4","Cell_742"
"Cell_743",-3.2522321891762,38.7815670299168,"5","2","Cell_743"
"Cell_744",-0.350277720135774,-38.9656357722266,"2","3","Cell_744"
"Cell_745",-15.7799920790829,-1.64529063116416,"1","4","Cell_745"
"Cell_746",-0.122277232315801,-38.3795638501564,"2","3","Cell_746"
"Cell_747",-19.4879928175942,-1.31793389647367,"1","4","Cell_747"
"Cell_748",-34.1929434328512,13.3541249910506,"7","7","Cell_748"
"Cell_749",6.74219968500677,-32.1073991073274,"2","3","Cell_749"
"Cell_750",1.83362500135402,-3.43261690912511,"3","4","Cell_750"
"Cell_751",0.89089382563936,7.89993404032488,"3","1","Cell_751"
"Cell_752",4.00104680797886,-37.0726706713002,"2","3","Cell_752"
"Cell_753",-21.9641303013517,11.3184264798537,"7","7","Cell_753"
"Cell_754",-24.7084741240381,-3.64580912505077,"1","4","Cell_754"
"Cell_755",-3.96433174926761,37.1229560084776,"5","2","Cell_755"
"Cell_756",-9.86538771537399,32.7582019326509,"5","2","Cell_756"
"Cell_757",17.0085264144985,23.3184439853646,"6","8","Cell_757"
"Cell_758",-9.06832284357331,-2.81998348479302,"1","4","Cell_758"
"Cell_759",13.4024277296419,18.2362469793584,"6","8","Cell_759"
"Cell_760",-11.5732379822729,34.2381560370441,"5","2","Cell_760"
"Cell_761",-15.3842421531655,-0.771591392152834,"1","4","Cell_761"
"Cell_762",-8.59990805680049,23.1994189642638,"5","2","Cell_762"
"Cell_763",30.5198692433142,-6.0050247463798,"8","5","Cell_763"
"Cell_764",15.9829660699847,23.7187672800402,"6","8","Cell_764"
"Cell_765",6.32546642848911,12.8704784021154,"3","1","Cell_765"
"Cell_766",-20.8701071697214,0.715732611091392,"7","7","Cell_766"
"Cell_767",17.8881944445955,20.5804223446518,"6","8","Cell_767"
"Cell_768",-18.5508358759939,16.63191971939,"7","7","Cell_768"
"Cell_769",-0.617109734461501,36.1229969726654,"5","2","Cell_769"
"Cell_770",14.5048627785436,16.9641964319614,"6","8","Cell_770"
