Genes,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Median_p_values
Stc1,1.3472536332291633e-06,1.2048112862067291e-05,1.0755523895753305e-05,4.812721168086997e-05,1.0837265174882302e-09,1.335147132328088e-06,1.088045378744549e-05,1.6813023651899554e-05,7.116565280291032e-07,2.555451304256025e-09,9.076435100143982e-09,5.050705626665067e-05,8.171932104608852e-08,2.328552526111015e-05,3.107856435764003e-07,2.1455067642425674e-06,4.1736257403748623e-07,6.930900707678722e-05,7.48843255393856e-07,9.879268127432114e-06,8.218814769227756e-08,8.41385530880973e-08,8.272369339206413e-08,3.342331016561705e-08,1.4075035911274905e-11,4.320684128031077e-09,2.2043374028473842e-09,6.649071880797513e-08,1.0068819534534929e-09,1.4339581669514722e-07,5.188908717444415e-06,1.1523681801609388e-07,6.50408054893948e-08,1.4499456703404667e-07,5.391517639388149e-07,5.631495886537953e-10,9.954929282626607e-07,2.6465457931153455e-06,9.20623935028675e-07,3.96077812959082e-06,2.4769776374782937e-05,8.584034280444858e-05,1.7208469984098306e-07,2.0839883492413474e-09,5.31434435376504e-14,4.480880884203413e-08,1.9101442984997817e-06,2.1934253973894147e-06,5.700943948685259e-07,6.155027696118285e-07,3.1393787243742067e-08,8.062151328426664e-09,2.702481342426333e-05,1.764411292183226e-09,1.0984683915261482e-06,2.765684977062508e-06,6.990176199434882e-08,3.156647640654879e-08,6.735725581372502e-06,3.90254508278186e-07,4.001144377120001e-07,3.0175091432434916e-06,1.990784154761809e-09,4.619324884193179e-05,2.501296163265832e-07,2.060673844711964e-08,5.558853253201096e-10,9.636486981045027e-07,5.929233980512612e-07,7.556680190880492e-10,5.663335219978001e-07,1.0081818762213384e-06,1.515891978647243e-07,9.138919769557398e-07,5.60868224467703e-07,1.923799967981889e-08,3.732827409118401e-07,5.935484400765691e-11,1.915369623844694e-07,1.5611543427236964e-07,9.131482300042507e-12,9.424689367927985e-07,2.6685242089725153e-08,1.6809873456368567e-07,2.9729786085369255e-05,1.5448359419505827e-05,1.6980746560892218e-09,3.021569363160127e-09,3.934338898030334e-06,6.907562213167182e-07,3.391037915668302e-06,5.007377589165298e-10,1.48068022600446e-07,7.08679713639695e-08,2.0548037079809755e-08,8.625291606922706e-06,3.6362329737922286e-07,4.923027801707046e-06,4.8752982056602316e-06,2.2569756861936568e-05,3.951844729950931e-07
Slc25a37,0.00011191631900955378,4.796227030165354e-05,1.2815483283257628e-05,2.496072082376721e-05,3.517149326476974e-05,3.090629010417771e-08,0.0014730667065166651,1.6412719101296649e-06,1.5836608414307767e-07,1.3586762737753645e-05,6.601441411382696e-06,0.0001196925709208088,5.348235972112861e-09,0.00029461192694570657,1.0180946458975032e-06,6.14260183271023e-11,1.713812630094503e-07,2.2912739931966918e-05,2.418682183283786e-06,3.4439736617675657e-07,0.003071600198719711,9.137595242756027e-07,5.471610877685466e-06,0.00010648721292801806,1.5073272322059526e-07,1.5006782979211203e-07,0.0010545976132576155,3.978153200663255e-09,4.937270741842197e-06,4.7672192229154476e-05,9.785468429985528e-05,6.545033810281887e-06,3.874243716194495e-06,0.00014908887916632513,3.643444726248824e-06,7.243241078502732e-08,2.2458447559219416e-08,3.5805746766420506e-08,0.00012121866752261774,0.00015074694287683848,7.602529167647481e-07,1.7084380634230394e-05,2.4578794404712427e-06,0.0002830756464159268,1.3864913288054242e-06,6.727937726599132e-05,2.498733852543369e-05,4.6974617197814223e-07,1.921344591171618e-07,1.3168480791364115e-11,3.383590070285638e-05,0.00021447659697357825,1.3230623516435085e-06,2.108982531475803e-05,1.385821731411581e-08,0.00012055851244882481,6.533202929962223e-05,1.7985908508099497e-07,1.3408902564239482e-05,2.2901244020846873e-07,8.458913600191891e-07,2.7712168330503996e-07,6.797295674047362e-07,3.6920592347805255e-06,1.4297674915530768e-05,0.0003524264685355835,2.195280860413524e-05,1.2896042527121078e-05,0.0008941753686776332,1.1430721203190507e-05,5.198353364107245e-10,4.95716078784567e-06,4.6027968376652846e-10,1.4191995544837526e-07,3.150801263317193e-05,5.673391067481998e-05,6.893126690171876e-07,0.0009370617134912674,7.327497299889423e-06,0.00024160987444951038,1.153512149058767e-05,5.07434224256408e-08,1.8584428728574652e-05,1.3084323801237504e-06,2.1012598113382533e-05,0.00025934401247017014,2.6231068432460634e-06,1.2125258288201428e-05,1.2199858850535315e-06,9.95494825207151e-07,8.400567919127034e-06,0.00012412395322496456,1.316321264783276e-07,1.6571981475275092e-06,0.00014870203985981368,1.2795484142316682e-07,1.6612861031376129e-07,0.00012677469883638418,3.472372505889522e-06,8.985372160354437e-08,6.008322343983676e-06
Itm2b,9.391831098081219e-08,2.742025511534675e-07,1.4093050227126762e-07,9.400629894949351e-11,4.360568062811828e-08,5.846388036511533e-07,3.5510344859043036e-07,9.3130010160722e-09,1.6738695144320058e-08,1.1517990422113687e-08,2.207215417122953e-10,8.676557046266532e-08,9.089667850022627e-11,1.2920093362987463e-07,1.4230954610463736e-08,1.2070206174350126e-11,2.138399630662219e-07,4.0014875806415285e-10,1.7142918897283285e-09,2.974505654042087e-11,2.0121933065686202e-08,1.0403417734455869e-07,8.679612620926953e-06,3.995728647705218e-09,3.984771639944979e-09,4.343894426317162e-09,2.671744449255325e-10,5.077901622491718e-09,1.4206104114273482e-09,7.335012468104319e-10,2.2046698245340472e-07,2.221167405527601e-08,2.418339611829422e-07,1.5022331104093043e-07,4.1843941126283624e-08,5.605263027009665e-12,1.1029698208469742e-09,1.5545638660224492e-08,4.615017808962258e-09,6.044028999537488e-10,2.1338144809520188e-07,3.953840994099731e-08,7.709938816044834e-12,3.7220839795007043e-08,3.0815652140894127e-09,2.351774074107109e-10,1.9114714511790974e-09,7.941368704893221e-08,2.7650750979844782e-08,2.1606084264998058e-08,1.6767332123150983e-09,2.968343204489153e-09,9.856928721711499e-08,2.4057589538933793e-09,6.9876237581520455e-09,1.827792223794046e-07,2.6451774761476277e-07,2.023920333764658e-09,5.7493432662064035e-06,1.0605732673204975e-07,5.769953808271884e-11,6.118220572346824e-10,3.9758406623453075e-09,8.434234117987099e-08,5.969415599224935e-10,5.088345840978389e-10,8.241666578286974e-13,4.857290242699271e-10,2.2472383895346007e-09,3.3440967702120434e-10,7.117952035937008e-09,2.5777897875185815e-10,9.121755309902607e-10,1.6233540170595846e-10,3.0787630005044515e-09,2.8266907891860327e-09,6.11211577150191e-10,4.172010093415853e-08,4.451246653688577e-10,1.1653318856084442e-10,8.483089488638696e-08,6.2619931768977856e-09,4.684147718431269e-10,5.687693666659538e-10,3.418690446773345e-10,1.2090668270845262e-08,1.597370429846315e-11,2.551171545762479e-07,3.6954543896930803e-08,1.892986297013158e-07,7.0279612983509544e-09,4.985553129226671e-10,8.00062580875442e-08,1.5312987595844273e-09,6.085044936876091e-08,1.0759787781453792e-07,7.474455231266064e-07,9.586339757958018e-08,1.2907185609562212e-08,3.7181549737932013e-09,5.6699473996947516e-09
Esd,3.8133810274039544e-05,6.14595307108539e-08,6.998708539857805e-06,3.2075019473711975e-07,2.1308108101655685e-05,1.3534755872631612e-06,2.9675426883536455e-09,1.4584504243422557e-11,2.98337227632737e-07,7.247398717972208e-07,8.381673823170709e-05,4.66805127688e-05,1.099231120929224e-07,4.0743494993113315e-07,9.631334199570416e-08,1.2413903206992282e-07,0.00014598520402704928,3.911329690411031e-07,3.2732290419480783e-07,9.153683420257041e-07,4.969644796481519e-08,2.1368502403462897e-06,2.908149041038883e-06,2.176827053738722e-06,6.522015673984942e-08,2.029993357954212e-07,3.047876185931785e-10,9.612772709571836e-08,4.4966215952122816e-08,9.92460962562394e-09,6.788828094842047e-06,2.471946302866581e-08,1.0393388446260839e-07,4.2470754332049215e-07,6.235482434549266e-08,5.613323300650042e-06,1.2938748231171795e-05,1.5878878300140262e-06,1.7420608657313768e-07,6.887513231034198e-07,2.895168961527307e-06,5.6165364738517664e-09,1.9012158561087795e-07,1.8560002738189765e-08,4.3204359508755275e-06,4.499028236660172e-07,0.0005943720328352852,0.0004564363297514882,4.1120435623573107e-07,3.5281282788855467e-06,3.665830910416449e-07,4.715930201286537e-05,1.4365005319738582e-06,1.8021745845354355e-07,2.9239771390964708e-06,1.247286211178457e-06,0.001442006969786706,2.7101335906723688e-05,2.864820500179713e-07,1.2019022009143963e-05,1.1928053996493852e-07,0.000682858660238516,1.0612193858742275e-07,1.5226811438544164e-05,3.120427741855561e-08,2.4511671286997512e-05,8.037061854999252e-07,2.6082562049244455e-07,8.738135600699306e-07,2.4495501829318283e-06,1.4036340141676551e-05,0.0002629991659774793,1.7330114045954625e-06,3.5076134323519844e-05,7.881093191934558e-05,4.185974201132539e-05,6.290685540769681e-06,1.2223104107909403e-06,7.3056314395612154e-06,2.6913070722124152e-05,1.8897144630837927e-06,6.870030186408037e-07,2.0114002937896141e-07,1.6330913822482918e-06,5.719170439591461e-07,2.3880944171732465e-08,1.6052505263131604e-07,2.173851180821544e-06,3.854618155470003e-08,3.3153069093077746e-09,0.0001493986972695792,7.241297826915547e-08,5.3603001392478575e-05,2.4653684642456346e-06,2.0668210221909035e-06,1.2930734184296891e-05,7.816161220813106e-08,2.705257482843971e-07,2.772962794350606e-06,1.9076690851240874e-05,1.0688393764083221e-06
Zc3h13,2.1254357567413332e-07,3.668959045383713e-08,1.3598458854452753e-06,2.5734665748872404e-08,8.393774238929052e-07,6.528827808053311e-08,1.2136662113273414e-05,2.3211999248666084e-07,5.218769178483656e-08,8.576907305247796e-09,3.7860928555238654e-08,4.213586960861366e-08,1.1353235510410696e-07,2.5407515893304997e-11,2.1517071649818e-09,1.6283181042641494e-08,3.5884432135269653e-07,4.6795301196190575e-08,8.623453860612903e-08,4.0987320636263024e-08,1.256839360451032e-07,9.649244972093892e-09,9.200691186690381e-11,2.8799980301292554e-08,1.0391974873053325e-06,1.4670559870492263e-09,8.930435167080229e-11,1.3734964257691e-07,2.0142094294914282e-09,5.522848548055893e-08,2.1939302095985525e-08,2.9506929598413138e-08,5.688111901384782e-06,1.2014422485314409e-08,2.536800583165454e-09,8.060005379545862e-09,1.03027656585015e-09,1.4891709670500747e-09,6.608697119538311e-07,2.7558875449135106e-08,4.7356074931965137e-07,3.617002737214637e-07,3.6157133832280015e-09,1.896249705382315e-07,5.787590040768931e-08,2.009403351961259e-09,1.0300868784792672e-07,1.5546459020821075e-07,1.4682033536044358e-07,1.042190645261301e-08,1.4864340516088242e-07,1.2735077777244915e-06,2.392798378566116e-08,6.944275210090486e-09,1.5933818822226284e-07,6.734368054592712e-08,4.470873563925204e-09,3.3361499758658227e-10,3.036568033260713e-08,2.7407525874637364e-08,3.9353978867281356e-07,8.656358570630876e-08,2.331850925265551e-07,2.773113098562831e-06,2.7232056976016775e-11,3.7221565206958383e-08,4.203460036911699e-08,1.2764552012864188e-10,1.159348087445559e-08,6.338416878296839e-07,1.013262072870417e-10,2.095212967979832e-06,5.662117718541226e-09,9.67419603238081e-09,1.0265141382739806e-08,3.4044652460338105e-09,6.448110210031638e-10,1.062070989536467e-07,1.7437244080120554e-10,3.421678848266258e-07,4.255305775234045e-06,1.836410200515743e-10,1.8350815972219746e-08,6.754760202379172e-08,1.712940726769563e-10,1.8344329596624956e-10,1.2609370875757372e-08,7.447613472633609e-10,1.8218975041602355e-08,1.9351619971242077e-09,4.1299306601845974e-09,6.885540258024537e-08,1.8307537825031576e-06,8.531321205258998e-10,1.979781891587102e-06,1.2988670842227682e-07,2.77365589795131e-07,4.0481751983307e-08,5.316754131121609e-11,3.1328954011549272e-06,3.6955577830397754e-08
Tpt1,4.998084698569858e-11,9.20126974764368e-09,3.679393780218837e-11,1.3021270316836893e-07,3.900166626702321e-08,1.1016287200670731e-09,5.538540316289095e-11,4.935829730820379e-11,1.4466899096483833e-10,6.031282106654569e-11,2.4248021166737295e-12,2.96928196515301e-11,6.085864997254416e-11,3.6478128579207413e-10,1.6155093616426796e-08,8.917575416016385e-09,2.2787697295157722e-07,2.665140011794062e-14,1.0384813457845916e-07,1.925203695036862e-10,1.3521677907912137e-08,4.637703026645797e-12,3.8346092401711993e-10,1.0539497816069933e-10,6.857606872718732e-09,1.0152552405803397e-09,9.520613519435972e-12,2.4347722824571954e-08,7.371109241178813e-09,2.2266273248355327e-09,3.3224654063156313e-09,4.112257382090391e-12,1.0050550048705025e-10,2.194840795942665e-09,9.666289626275587e-08,1.1176277057301942e-06,5.746918929298687e-08,5.828919240719984e-11,4.8698727629679464e-12,2.835118677256652e-12,4.985066190462376e-11,1.7639639073246965e-09,1.2169778640908257e-08,9.329307713662938e-10,2.925584741360677e-09,6.289615075091788e-09,3.5451331726201134e-10,5.667122531648013e-12,4.502796507275599e-08,2.3116045697927277e-08,1.3472217588109193e-12,2.3352518768003166e-10,2.58648186378289e-09,1.021118954429894e-09,3.4452994382538e-10,2.700553003714845e-07,3.304060238588106e-08,1.3258258467290194e-09,1.326361176085616e-09,9.014671885083066e-10,1.1669203987673384e-09,1.0407999375910807e-11,4.675819354541524e-10,1.5612048442677556e-10,1.8516481529095944e-08,2.8006555425399094e-12,5.263119955221626e-09,3.888158755597241e-10,2.816163315897566e-12,1.5861056016813412e-07,5.2877227946063805e-09,9.802143352776366e-09,8.478392561760321e-10,3.3109094148975264e-11,5.812308590852165e-10,7.914100495904826e-12,1.6431810580984105e-09,1.452560342845885e-11,1.6534460132628156e-10,4.275973187129564e-09,3.7226587073513142e-09,1.7530679278055553e-09,2.48044810873625e-09,4.876935233649188e-09,1.543240305087384e-08,8.349561191881104e-09,1.2727382555492038e-12,1.4692118654903077e-08,6.289716345879171e-09,5.542580222325001e-12,4.859680538975842e-09,1.6271107961718675e-11,7.174382779192587e-09,1.767125206519573e-09,9.154408781800938e-09,1.842006469680943e-12,5.940797494310551e-11,1.945179096413605e-07,4.239253911283337e-08,4.451481107048596e-08,1.246373122748179e-09
Tsc22d1,1.1101561146067009e-11,2.004254435267007e-13,1.593773956977053e-12,7.31271331149775e-12,2.4101812151315743e-15,2.9325326363340652e-12,2.3397572813901703e-12,1.9872527621286173e-13,3.2658380056474964e-11,3.487719970964275e-14,4.525924894429614e-13,8.96275401022784e-12,5.83498120742672e-13,3.1560800366817657e-15,5.372981364769447e-14,2.888352293110084e-11,5.507186165050789e-12,6.3597339541552e-13,2.1717533669945693e-15,1.5648228093308086e-13,1.4338086527942353e-11,5.2413070286712266e-12,6.798779864482948e-12,2.084908933582014e-12,2.0980831234553072e-10,5.8856915168715095e-15,1.6032956162127548e-14,3.2861137709916384e-14,7.662269238137662e-12,2.4237533255872937e-14,1.2798083119688258e-11,6.375751974334029e-11,3.083496212458344e-12,5.644344682562474e-14,6.277634599897788e-13,1.0142629055950712e-13,1.9254620890183143e-16,4.2638974786224244e-12,1.2991693352701593e-10,1.8639321565034916e-13,4.437093428418636e-12,1.296616131007194e-13,5.280190788170396e-12,2.8241001191938854e-13,1.1564782627722534e-12,2.0038271859026116e-12,2.4006217314509543e-14,1.749348739846584e-14,8.322481320520223e-12,1.543332702762263e-10,3.543574657758207e-14,4.849719480337978e-12,2.8541885811722743e-12,1.2266635084033736e-12,1.3873899672753295e-11,1.4030023220254058e-10,1.9335377329696757e-12,2.346416244969851e-09,4.527234816108362e-12,2.9689779000032774e-12,1.0971509479173747e-12,6.966692968445495e-13,1.8429826273438968e-10,2.0263573273511794e-11,7.269551533726588e-14,2.3896981139664668e-12,5.6671390762284226e-11,4.0019653123272145e-12,1.5537455598618497e-13,2.886049702422286e-13,1.8728608473125954e-12,8.237743303122531e-14,6.11588896137483e-10,9.366028700341016e-15,1.6963154224218534e-15,1.4116764865066927e-14,3.416602772414595e-16,1.6369371387371231e-13,1.8881349214001447e-12,4.352478422945033e-12,1.9767633091915424e-16,7.327727290463664e-11,9.84580190931018e-11,1.9685987374447485e-11,3.641627098956216e-14,1.1791912549743646e-14,4.162635725982724e-12,8.968476165011767e-12,3.3209317169598423e-12,3.5321586771830753e-12,1.7080242199278188e-13,2.997332371148268e-14,6.104004842872489e-13,3.7258500959692127e-13,6.889821453092617e-14,9.630475280847915e-12,6.221105865633471e-13,1.2450478680285907e-14,1.7222146357148066e-12,5.612299782591664e-12,1.797537741513701e-12
Akap11,8.506610208124943e-08,4.837883600485317e-07,4.143352091224252e-05,8.163171548047602e-11,3.9441721668648264e-07,1.3246746887499823e-06,2.5271847118711823e-05,7.485549809781535e-06,1.8414515129058392e-06,6.917159138889152e-08,8.257726371323246e-07,1.191086742726689e-07,2.186225590862082e-07,4.32060641952936e-06,1.8282549766651244e-07,2.617318928037052e-06,5.696658026171597e-05,7.349381557111736e-08,6.620796694957453e-08,7.716199805056605e-07,8.120814913099921e-08,5.642021988284789e-07,1.5016733657303698e-05,3.205447248794759e-07,4.6715995874074925e-08,4.85483823103477e-06,7.780363467139366e-09,3.6345641998887245e-06,4.6150910814049413e-07,3.365430292865218e-10,3.890439568433867e-10,6.122895251875496e-05,8.130899643731679e-09,2.130479843820067e-07,1.528327237409518e-07,4.0875935155718984e-08,2.3298987638314753e-06,3.689523196928919e-10,2.968056313667262e-06,3.0826882851473764e-06,2.9367242121902833e-06,1.3014717803862312e-08,3.293926312941993e-06,1.9385529336959144e-06,1.1338103661164071e-11,2.860662031742842e-08,1.8127892151099809e-07,1.839465855283862e-06,2.8064536458841828e-11,7.896951117269962e-06,1.1971334521194028e-07,2.4732817641665724e-06,1.4015008675437396e-07,2.7569529709362335e-07,1.0589443659211646e-05,4.592438621414826e-06,1.1657303660855064e-10,1.2906019726452038e-08,1.3625186806595392e-07,1.996232573676301e-08,1.2314162957548418e-06,1.2540251626507752e-06,1.3539020197458545e-08,2.606083804320417e-07,4.5199915175953975e-07,5.754225721379424e-08,3.442531538269906e-06,5.113583000854781e-07,1.3477507846276722e-07,1.1384638677703221e-09,2.715423341307805e-10,5.1803464826648845e-06,4.2673557511047476e-07,3.472931535958788e-09,8.865118453700928e-09,3.559456397227059e-10,3.948277467718558e-10,3.4686967998917543e-07,7.699021908461203e-08,1.0088573624007015e-09,9.074728226381794e-09,2.5668383166917267e-08,9.143691578727734e-11,8.535890512417668e-07,7.620274687611418e-08,8.376242743731852e-07,5.330319278167453e-07,6.418888086775404e-13,7.311802994496482e-09,1.589779524070595e-08,4.6812400567373364e-08,5.181395890200729e-07,1.0347086500277864e-08,3.055705444070237e-05,5.423941375005037e-06,1.9654168177468963e-07,2.434178343278573e-07,2.335567663905673e-08,2.6498754619733396e-10,8.646555213428963e-08,1.8968358972060104e-07
Lmo7,1.8511187565363952e-08,7.624961677723955e-11,1.5818599138745528e-08,3.894192575831892e-06,2.1063855392868404e-07,1.1350235064652003e-05,2.8578391213485533e-05,3.3704780749476728e-06,1.819426711955488e-05,6.916458045340522e-06,3.5523609197884934e-08,5.50328502445299e-08,0.000993686212926982,2.1053546758424993e-05,4.58329481554566e-06,4.406704007475728e-06,1.0337094516986445e-06,2.6949455651264433e-05,4.318288136052814e-06,1.569142848670227e-07,5.740030392595351e-07,3.1456969341646305e-06,4.590777327815988e-06,1.8662199284451214e-05,2.3084826478034525e-06,0.00010280586156704896,8.68028911572897e-05,6.096321928785533e-06,1.9766294838254563e-07,1.2600167888127337e-05,8.702851323294837e-07,2.612504806213056e-06,1.402081484979004e-07,6.87569114681599e-08,2.6876370227581816e-08,9.603925037014347e-06,3.776423684477827e-05,3.214200141620707e-05,4.6116802165457797e-07,3.583621690297439e-07,8.144950031482772e-06,9.583674002147649e-09,1.478536419207673e-05,6.203175864979074e-09,2.035052453817704e-06,5.8798856628688396e-05,3.5173085688021376e-06,0.0002679559743641377,9.450261299883724e-10,6.361819876834832e-06,8.372201544397635e-07,8.56064057137483e-08,1.6282539478875123e-06,6.49281290013376e-06,1.665261084026229e-05,6.825729744401768e-06,1.6636262268559654e-05,4.557597745044656e-07,2.5361951252994833e-06,2.2153132244416663e-05,3.915147370262023e-05,2.8309931136878314e-06,3.24550550921957e-08,6.608064147412789e-08,3.469521504886314e-05,0.001338433701435799,3.271036733981815e-05,1.6124874554368648e-06,1.6306369064314996e-09,2.0272757676396505e-07,2.4985373267170566e-06,2.864588365123994e-08,1.1663593267581697e-06,0.00035562088854589004,5.256810953889329e-07,2.5897903619719295e-06,0.0005062793280343652,1.8147593873040634e-06,1.237315636713377e-09,1.7630107872396281e-06,1.8986281265175844e-07,3.061824972472402e-07,1.255382687044189e-07,4.262714470777534e-07,1.2025708415583742e-06,6.937099846086157e-06,9.586972196033372e-06,4.1616959406178204e-08,1.1591529066793368e-07,4.697169838204202e-06,2.142492248350939e-08,2.093247843340868e-06,4.812783061447978e-07,0.0001226842496094797,1.2066369374497307e-05,5.985764761546664e-07,4.533633960663792e-06,1.4516635005372864e-07,5.916863284880513e-06,1.6581350508451825e-06,2.51736622600827e-06
Mycbp2,8.336517699223416e-06,2.648318363100575e-07,4.110997994125332e-09,4.230704712938704e-09,2.3817129048336017e-08,2.039976202107394e-06,1.579337728984298e-07,3.5497013518524063e-09,4.968500398576958e-08,3.6422796855592817e-07,4.629957520442503e-08,6.228072196876992e-09,3.639170760620839e-08,2.059103340698834e-09,1.652823134418978e-07,1.460894933200045e-07,1.8674598885763068e-05,5.053123067603133e-09,2.072526141935226e-06,5.817946194856793e-09,3.0238441785771654e-07,2.0466932670404612e-05,8.123244714222758e-08,7.512495138905582e-09,5.492225438704788e-07,1.757194334539966e-10,1.8776087979190894e-07,1.6377240174782893e-05,4.207178081206243e-06,6.83030016639507e-07,1.2689713440786204e-06,5.714831054354544e-07,1.2212615110310912e-07,1.1244569345876484e-06,2.0319520762734056e-08,3.8292239257252414e-06,3.8053082165393463e-07,1.9065400180265729e-06,1.2739656918679441e-09,2.7412096345802973e-08,1.7115561281628434e-08,5.449354387007871e-12,6.335810423676961e-08,2.455500313016412e-06,1.5842865512850031e-06,2.387508373024591e-07,1.7265642326257315e-07,3.7173938975709535e-06,2.615395858156137e-08,1.8304538167987835e-08,6.551515528944416e-07,7.74440826857057e-08,1.5796281528985274e-06,3.5228477157219723e-09,4.626956104541899e-05,9.211603442603728e-07,2.3572252884217008e-06,2.685066818660892e-07,5.089793140713784e-07,2.678055386064558e-07,1.2604352963708843e-06,2.305611987229731e-10,7.741794521789414e-07,1.0120519693513118e-08,1.1505375440542368e-05,1.128757079036302e-09,3.420507090629996e-07,1.9304314880623192e-06,1.6166619747663158e-06,1.7623466679527952e-06,5.496770664981188e-10,2.475322888997651e-08,1.1807447929344643e-05,7.220863789273674e-09,2.6883453799371773e-06,1.8857639527327988e-08,3.5936734715593136e-09,1.8338105751839598e-07,2.6748007602322227e-09,1.4459886174700587e-09,3.275383368811019e-07,7.939517619027814e-10,5.728719546497216e-09,2.8773344758661005e-09,4.27357943286052e-09,1.5311309638691418e-06,5.4706896308977514e-06,1.2971025703360523e-07,8.164296071187774e-09,3.12563282152308e-05,7.237531248547691e-10,1.2808690822252637e-05,6.76040632214151e-06,3.2825020251644977e-09,1.343331079775735e-07,1.2606208647711679e-09,2.3701610714172324e-05,7.243636773571768e-07,1.496895622880824e-06,1.8253876687768518e-07,1.8295991219804058e-07
Ednrb,1.656812838467314e-13,1.926231891752066e-13,6.888662501662606e-13,7.323023129055802e-12,3.6389306160395325e-13,3.8040231742329923e-13,2.1259579944147368e-13,2.6071386859872776e-10,1.5554854129301698e-13,4.8591144730416604e-12,2.6231580379974178e-11,2.2100849515120177e-13,4.304265531259302e-12,3.510849654765783e-12,5.395194298747218e-14,8.862307470248195e-11,1.7465191936609117e-13,3.020224103046481e-12,2.7174377249633594e-12,4.828102160679311e-12,4.599235563960105e-12,2.421219406731388e-09,1.827475684320824e-11,1.466909943531937e-12,1.9920808768758782e-12,7.812376483080887e-12,2.0640145798431297e-11,2.2208007942931072e-13,1.4832837645131346e-13,7.623510021166441e-12,4.796965226241062e-15,1.3693452235422969e-11,5.503280502911295e-12,1.7065220702760724e-12,4.864535617873247e-12,2.226657611807089e-12,4.12859250296156e-11,2.2204402120495365e-10,5.576320557905132e-13,9.737070114823827e-14,6.475351618372423e-13,1.8199590539135458e-13,2.0125784330963662e-13,2.958913447939549e-13,8.925235702991406e-13,1.6358842609978294e-10,5.408036290183362e-10,3.979198910334127e-11,1.3284853125318964e-12,4.092847761680759e-14,5.924562506409587e-10,8.034132149411664e-12,7.536320571254417e-13,2.2093749919003726e-14,1.128316614151314e-09,1.523921567701612e-10,1.822949165210344e-11,1.1231097639811563e-12,1.2323403038775294e-12,3.913678549673249e-12,1.6182154213876186e-12,1.2943946494717007e-12,1.8283888659168933e-11,1.714093361354719e-11,7.274372593269054e-15,5.909724146847289e-11,1.3205991671661127e-14,4.631333646668509e-10,5.602116396997674e-13,1.0260238700556197e-12,1.3692763438274242e-10,1.0896733336905485e-15,2.862106085895531e-11,2.631338825245062e-16,4.724294729683559e-10,7.173092812331683e-14,1.3261144590226325e-13,4.192157216337114e-14,2.138871786485886e-12,1.4945424717888123e-11,3.2141440479031648e-12,1.6201597338297972e-11,4.0040626872939433e-10,1.0328436593177346e-10,5.942154510614025e-12,7.961539941536707e-14,3.009970947024372e-10,1.7085625232511674e-15,2.1678102055617595e-11,6.298964750195493e-16,8.003550142269781e-12,5.071573958415381e-12,1.751531559401235e-14,9.64133706820774e-11,6.596963679272426e-15,2.927321794126692e-13,3.961305871056393e-12,8.172676185269962e-12,2.462651414975227e-12,1.0840524361068352e-12,2.5900445699692935e-12
