Genes,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Avg_p_values
Ran,4.188551492929726e-06,2.8507084811934422e-08,1.1062927704951618e-05,9.860202637224336e-09,6.517557730291937e-09,5.056282319827895e-09,1.551541096758375e-09,4.1706060042224985e-07,8.063975685499311e-08,3.1984946351569727e-09,1.8929841897189308e-10,1.489022106186196e-11,4.430975282122136e-10,4.957292013840195e-08,9.372414850997909e-08,1.1801143947214655e-10,9.546219944499995e-08,2.365789546264221e-09,3.1926570369075664e-10,2.925852482358041e-08,1.5462128545716426e-08,7.071946634259305e-11,5.574734599960219e-07,7.084122714644704e-08,1.435466963273864e-09,3.860760788412148e-09,1.963939951889196e-10,1.103679067664637e-08,1.2509660612321781e-12,1.4379539686727893e-08,1.709416311839292e-07,1.7248594245272925e-09,5.897118144350356e-09,2.350752188671373e-08,3.708452310948352e-07,3.723943760161392e-08,8.852586809521278e-09,1.1671327627875182e-07,4.4868410880163245e-08,1.7974834030877374e-09,1.5053062346488986e-09,1.297423142277043e-08,7.3320241884471135e-09,8.151839663078349e-08,3.7574543588679216e-10,2.5710195969536567e-09,1.0980110543565959e-08,3.991627612038252e-09,7.966507351164307e-13,3.093837963545125e-10,3.215225965511942e-11,3.619753896329626e-08,3.818246041505026e-09,2.9168908173119895e-10,4.0189607610596454e-08,2.77939804230166e-11,4.5494758055151434e-08,2.2004693313911664e-10,1.5042128227385285e-09,1.3652531406324118e-10,2.75092362903125e-08,4.869812749202011e-08,3.609516695477541e-08,6.508089620762315e-08,3.6451288869158124e-09,6.20239643865495e-09,1.6224531604229375e-08,1.6448415869262107e-10,4.656101624880046e-13,9.039438580293161e-08,1.051931896912765e-09,4.644816966131641e-11,1.3597987291521864e-10,8.367790373686202e-11,6.155787946050996e-10,2.8658140894451867e-09,5.758977714086448e-09,2.4929263786573895e-09,1.216594506701282e-12,9.839697205166535e-08,9.59732670610366e-09,1.8001450572008143e-09,4.2081120710476906e-08,3.320217661007157e-07,1.1967258959262759e-09,4.760322837701582e-08,2.4822010462734795e-10,2.61505574051914e-07,2.700358454662551e-06,1.895480066170253e-07,2.215185700953593e-09,2.738580579372523e-10,1.2129150432231796e-08,7.518287727549488e-08,1.8845674531702182e-10,2.7414459896448475e-09,1.4902818759362308e-07,7.658441551975609e-07,2.977528818837898e-09,1.8756455728277785e-10,2.2784148693842187e-07
Chchd2,3.919758607599696e-12,3.835372488419727e-10,1.7483918013406515e-09,7.371512687634379e-09,5.94038038512764e-10,2.076476273777856e-10,3.725062151081567e-07,7.366510818515457e-07,8.095375308551091e-11,6.306973937596474e-11,1.746045579790665e-08,1.795884927937162e-09,4.2131291677688384e-07,3.3548290758610344e-10,5.461269774193625e-09,5.992405929278022e-09,3.1315944859163705e-09,1.0957513650663121e-12,1.5098545223901063e-09,1.4219182729795529e-11,2.1118239759507575e-09,3.721305393793466e-08,5.100586588471768e-08,3.9300531094770787e-10,1.765785198446244e-11,6.61963776783076e-08,1.938624224326935e-08,1.0668124132162314e-08,4.3017031223518104e-10,4.2465436954730334e-10,2.991623865730626e-07,2.980617020088191e-09,1.151071379554676e-09,4.757774125468148e-11,7.318423317155897e-07,1.40993881145138e-10,4.077714538757648e-07,3.7418673731599784e-11,3.624153223774394e-06,1.591491225166442e-09,5.0931621542246934e-12,1.8137622505159616e-08,2.029150638181724e-09,3.4786357088304173e-08,2.9625592712161246e-10,1.1701131439968446e-10,1.0031245232816892e-12,1.582630635113793e-08,1.1966098028224292e-10,3.1028894239630807e-10,8.532208130647453e-07,2.5510811649303843e-11,1.948617911227227e-09,1.6800785013765378e-08,1.1891809758408885e-10,9.79001802927114e-11,6.03679808915947e-10,5.3632760793945294e-11,1.1534755141139295e-09,2.3187420760824622e-09,1.620106092293114e-11,1.4144908650417041e-09,4.501441212146939e-09,6.716133957697998e-11,1.4080461176611758e-11,7.521172190710145e-10,1.3730497257127402e-08,7.74561238722041e-13,1.8937673830924707e-10,6.438196804035277e-13,9.289837061257687e-13,1.1069946881810717e-08,7.526368999748138e-09,2.2914930241832235e-12,3.078329586144082e-10,9.620720806522454e-08,2.3601775163205764e-13,1.6928612914654102e-10,1.7218671764831982e-09,6.294368344381033e-10,1.3381363005969235e-08,9.679210124697796e-07,8.377291696399293e-13,7.6443374341072e-11,2.3767556725221417e-12,1.5027939700138615e-09,1.6045718937501585e-08,5.826562328306021e-11,2.1697934115745394e-06,6.444734399153988e-11,9.944253984496673e-10,1.3092881417202082e-10,3.0758800012512395e-13,4.796254595280752e-09,1.9439021580485168e-08,1.5066420827612597e-10,4.86116625749317e-10,1.2772707930800867e-09,4.2677314759268034e-10,4.801546374498857e-10,1.1116672690747342e-07
Gtf2i,2.194097283886493e-07,1.5940979929880632e-09,9.010952102819002e-09,8.038581367608068e-09,3.013579680429309e-07,2.0664437961895641e-07,1.9773235547821077e-06,5.27685405658984e-10,2.6183954113456177e-07,6.256797823432141e-09,1.977319594263988e-06,1.2459170213721749e-08,5.567728158943421e-06,4.721192620941488e-08,6.927097696731192e-06,1.0761117013909114e-07,5.2943145871928274e-08,9.422209965043973e-08,5.85065487947461e-08,3.4308185805022434e-06,6.573226891751995e-09,8.702434892841469e-09,3.569273873560423e-09,3.1769424935923273e-10,4.328150554976259e-08,3.5306128420575535e-08,7.536436130018429e-08,8.919526407127449e-08,1.790631183250898e-08,5.520718418411649e-08,1.6176937901846156e-07,2.7437846983550105e-08,4.792878089529275e-07,3.510222994631823e-05,9.467279312279414e-05,1.1166117968668177e-05,2.7290469864292253e-09,2.2343170200163537e-10,7.565199278838707e-07,7.111697989565351e-09,3.9143198019997917e-07,1.4314312969251892e-09,2.5833063018838376e-06,8.632084332358275e-05,5.516457212864174e-07,2.9440269847944535e-07,8.533092733812878e-10,2.9233641865729197e-07,1.953318216294429e-06,5.436813419418642e-09,1.4236104569965418e-07,3.230249308872695e-08,1.7416482697710685e-07,5.302136778990572e-07,1.3979366231536763e-07,1.9698552807087554e-08,2.1649492311016626e-07,2.701648650479044e-09,6.214225605566195e-07,5.207277338445823e-07,2.581931883457086e-07,3.776772894712888e-07,1.0250616101147822e-09,1.0853804815186642e-08,1.4122968204181411e-06,7.792513860685467e-08,1.6979717237659072e-10,2.223004581508406e-09,7.882773507441672e-08,3.3833168449081925e-06,2.9081938360672143e-07,3.1304093405918636e-06,3.357131416589709e-09,1.4823075025000283e-07,1.5798354904158789e-06,1.7976445830167249e-06,8.943422207336207e-10,1.5084743237556814e-07,1.9379697577170615e-06,3.1003091578442346e-06,2.8382001715699506e-05,3.6149880988101603e-10,4.373672186170084e-09,1.4114062689426458e-06,9.371347677288722e-09,1.072577122348692e-06,2.8765621003010192e-08,4.6162501622783076e-08,3.990683098653565e-09,1.3045674851950063e-07,9.484170884679003e-08,7.306592918205797e-09,4.700013787480671e-08,4.2661398534299925e-07,2.3431990208121454e-07,9.364483820992188e-07,2.875694705933218e-07,1.549734171805683e-08,9.384513749179523e-07,4.653755787175187e-09,3.105994481664132e-06
Eif4h,5.829755298804232e-09,3.924110141954189e-07,1.2111011491189664e-05,5.5688256197124706e-12,3.4909946795733397e-09,1.4711508062806178e-07,3.399164133345412e-08,3.7983941945671387e-11,7.722417737721102e-09,1.080934081738804e-09,5.885412710165955e-09,1.1114431182759887e-07,5.431045538953953e-08,8.665977440101998e-08,3.835855926715648e-08,4.6218941711339705e-11,7.419824665543315e-06,3.2762484393230005e-08,4.704916197388906e-09,1.6004442829395771e-09,1.9161910517125114e-07,1.43870535724296e-07,3.2655518114583456e-09,4.566433289634507e-08,6.358082344973287e-08,4.155999290605838e-09,2.985733796399303e-09,1.2424038099457837e-05,1.2306251543476352e-07,2.084154904072349e-06,6.318541246912045e-07,1.6056624333259977e-06,3.114437070633236e-07,9.865251816023176e-08,7.504256764268548e-09,4.943839483962856e-07,7.115758043974678e-07,9.021275292596892e-10,1.0926059375901242e-06,5.876456312202058e-12,5.7820735280166176e-08,8.34937861282758e-08,5.31226145954327e-06,4.61231916030108e-09,2.6186822220994685e-06,9.655301299932669e-08,1.1063456565951814e-08,4.476342479885469e-08,2.685018799413684e-08,4.858217209907919e-09,4.564656936855415e-07,1.1491272853972171e-08,5.730652582597153e-10,2.7343055262625897e-07,2.5724956238259695e-07,3.0727469382866753e-07,6.079288225085e-06,1.9923328771206185e-09,1.5642626713798066e-08,5.88993129936285e-11,2.5835446309402432e-06,4.768201894511613e-07,2.0899680494941767e-06,2.0035191286512314e-08,2.619959894050982e-07,4.66426654351644e-08,2.8000021072294973e-08,3.254473440684871e-10,1.2166097686109242e-10,3.204245425799883e-08,9.720944908765145e-10,1.6079660716339703e-10,2.9198774525263557e-08,1.1516330762284764e-09,1.142776073749314e-09,3.3782888874962808e-09,1.279293306276555e-10,1.2635710640854043e-09,7.255491245965101e-08,1.1981229579632342e-09,5.3221707334849006e-08,3.815553059296945e-09,3.637840610949007e-10,1.6818973874620692e-08,9.499091583335135e-09,4.2866384959428824e-08,1.687932327723106e-08,5.429167677689964e-07,1.8553303118371963e-10,7.833782853408335e-10,1.3337052538266034e-08,3.266473130076829e-08,3.662768123308662e-08,8.324902619763332e-09,5.616096733072962e-09,2.27143474346303e-07,1.0968059571029761e-07,1.2823680734923587e-07,9.544118581888951e-12,1.0788066877777552e-08,6.307383285594866e-07
Mdh2,5.609727840678173e-08,9.009635429749426e-11,2.130645332936088e-06,1.1129372902418294e-11,2.6930984662321326e-08,2.962167026420809e-08,3.110860476759946e-07,3.338122479552232e-07,3.412261336065604e-09,2.9376212632110753e-07,4.455481166141657e-09,7.469072700393666e-09,1.130116328101888e-09,6.373362016553205e-08,9.087263487455439e-08,6.68014015267142e-07,4.5571133564017695e-06,1.00692508345808e-08,1.0989105235293862e-08,8.431927853532157e-09,5.791237718004715e-07,5.20986477594138e-09,2.0529081156620506e-09,8.813741427308266e-07,3.9433923437985775e-07,2.0185121452390028e-06,3.449942316084655e-06,9.701452038616803e-07,9.746740126700993e-11,1.6369790065784923e-08,2.951208440428013e-08,1.0438365359160027e-06,1.4787390674836913e-08,1.5763419051761846e-10,2.257319687846272e-08,3.2494605483933796e-07,7.46719717104096e-07,4.800798980301171e-08,1.8949449831797e-07,1.4099203815117597e-05,2.0684513008926062e-07,6.343151338624282e-10,2.3047631500095652e-07,1.1318095240336339e-08,1.168958886200983e-10,8.63321849470078e-07,7.487313369241692e-08,2.9387674589832204e-08,5.392948223494903e-08,3.141324411721164e-05,4.97842093145349e-08,1.5649531434896833e-09,1.884524377511455e-08,4.916326749119779e-08,4.0155165908807154e-08,1.423345738144719e-06,8.286827257565239e-07,2.7565958666949364e-05,1.1640022471450086e-06,2.366478902071247e-10,4.4549448509251955e-09,7.164681487791202e-08,2.131765143059218e-07,1.2243104336257224e-06,3.6822907745322227e-09,6.609235567534974e-08,6.089083266232048e-07,3.903131236731092e-06,2.488192532047333e-08,6.360498270094068e-08,1.156375112519128e-06,7.285412346568767e-10,2.3635272707402936e-09,1.4101208030593378e-08,3.5171285526485375e-07,1.3791564421330673e-07,2.946114475662652e-07,9.511266012757152e-07,9.936847987962912e-09,3.1750476957245956e-07,9.394203466916249e-08,5.960867725404438e-10,2.3396490874981723e-08,2.1943217076928154e-08,1.392708906433286e-09,2.8737045846400426e-07,1.059183952192411e-10,4.1359182675526094e-07,9.129699765224468e-11,1.3887161211047812e-09,2.1542519090717786e-07,9.022266371540293e-13,6.650800191731787e-08,2.5491273814987156e-06,2.661316440794373e-08,8.231613317177487e-08,1.0536157209880368e-06,2.8597432833038193e-08,6.776109761384852e-08,5.167131041233986e-07,1.1234080265702715e-06
Ywhag,8.274571788268499e-08,2.1401517751090296e-05,1.4643504679522687e-05,2.9765632663177667e-07,1.1482602320122793e-07,7.8446931379297e-07,4.628989779484993e-06,1.3688801701910134e-07,4.205864397468556e-05,1.9708729204070308e-07,3.3147715862816165e-06,2.4023156103931095e-05,9.758800800072098e-06,3.973708287456928e-08,3.432147208855573e-07,1.6263270471383073e-05,5.386347102257507e-06,1.4156760394893025e-07,7.040876882484566e-08,5.444344806805876e-06,7.933534057371645e-07,6.818884594625064e-06,1.3020552951706333e-07,3.831861964867981e-08,2.7882442081058906e-05,5.727378613247615e-07,1.7117678894437222e-06,3.436263776985045e-06,3.6546395079100635e-07,3.453083799975373e-07,2.302801591426311e-06,3.46974443505529e-07,5.873739227049374e-09,5.269770724201856e-08,1.3563346556702392e-06,1.2171936614925606e-06,3.5298731242707134e-07,1.6713720650301797e-05,1.9396072826208407e-05,3.3503133055228546e-06,5.071817083532319e-08,2.590777744603953e-06,1.2590759419856832e-06,2.2347530941418123e-09,2.3083980714924111e-10,1.9823313525971187e-06,4.745032714945656e-09,8.026593904084705e-06,8.023211986298777e-08,1.0562954303106532e-06,1.3863411136054808e-08,7.714447910476583e-07,1.254491732368398e-07,5.746798544268739e-06,1.3639790585246863e-06,2.7882843903966517e-08,1.9149681455864572e-05,1.8334457584982954e-05,2.720465421696462e-06,2.794697102043481e-06,2.7163191225503083e-06,1.0419617875609864e-06,2.3794187792586385e-08,0.00038849342784672827,2.5502044270346177e-09,7.770221066276169e-06,2.4675725734897674e-06,6.450652773357251e-06,6.391791635732812e-08,4.937721087014376e-06,6.701824301344111e-09,1.129434882590096e-07,6.399410714215496e-08,3.945618650093927e-05,7.758550263859263e-07,1.4420380038731429e-07,6.416651037362528e-07,5.765689320086609e-05,1.1651920397554325e-08,2.112904072311543e-07,4.6641721362382726e-08,2.730276144342069e-06,5.246806251550687e-06,1.0561262162834727e-06,8.589542451451078e-06,4.837218183967561e-08,1.2408274868573028e-09,3.4977375368597365e-07,1.633304933173102e-11,1.292534536828491e-07,0.0001210927759765823,5.803212853804203e-09,2.0442944139762466e-07,3.4147135885039794e-06,1.9633660767535848e-05,3.248620542875436e-06,3.12727767202097e-08,8.903290990982145e-07,1.4189021505651508e-06,2.520032318700944e-07,9.838637026493092e-06
Polr2j,5.3301085301214385e-08,4.111224293798744e-07,5.839493011084468e-06,1.8112700680677053e-07,8.312986372827416e-10,6.587454990627351e-08,5.282628368951461e-09,2.9341364794371363e-07,5.1482474112687934e-06,5.798900145476351e-08,2.451254758150267e-05,1.632525508699594e-10,1.8244548140219688e-07,2.3733621323603843e-08,2.967974496525802e-07,3.936445298413422e-05,5.031100013690271e-07,3.3058155602044796e-06,2.846960121060859e-07,1.2352125415852223e-05,1.30605178131371e-07,1.0481616517740461e-06,1.8709292398370147e-06,0.0001534019903109502,4.599095283454694e-08,1.541763256996472e-08,1.0015032496336782e-07,1.2656621021263174e-06,8.274398097848883e-07,4.632436442900345e-08,1.9162507422146193e-07,2.18408021495188e-06,9.945719468511299e-09,1.5150544284897175e-10,1.027391996458628e-05,1.6303922214722679e-07,2.3358773974688035e-06,8.590394347028268e-09,1.0854509200494342e-08,5.26250803236992e-06,2.0426197632269934e-08,2.6483878070791564e-08,3.2772022235173986e-10,5.934591071328037e-08,1.7616445391785274e-05,8.427622527431203e-07,1.0273127870593976e-06,7.890132396555123e-09,1.6822324878439318e-08,1.3003817803561615e-07,3.072588688657915e-07,4.076304533275918e-08,5.694631956834832e-06,1.7943951430947917e-07,2.902341491238518e-07,5.6581253243385706e-08,2.773263670139927e-08,2.7331537391154116e-06,1.8128049241555467e-06,4.902615365629804e-06,2.1651011351569208e-11,2.1668423815095018e-05,5.3263293232607785e-06,1.2122542311476807e-07,1.6844892127153683e-08,1.1033290718455115e-07,2.081171256119095e-07,2.614840829717058e-06,7.3973137557078e-09,4.489571732108906e-08,3.606534873587167e-07,4.736629602364107e-07,1.4180126236406584e-07,1.885947447759167e-05,3.1773426257625804e-09,2.225417715852596e-06,4.9722015231287986e-08,3.843894823815579e-08,5.9993466914660294e-06,1.6255496787197459e-06,2.9732742573620393e-08,4.453205416337054e-07,3.3650996353117007e-05,1.467967816825884e-06,7.668716861661753e-08,9.394660912396063e-07,8.153540971301911e-07,5.165951550949459e-07,9.262593804148434e-08,2.709640931435646e-06,1.299192950327178e-09,5.423202240438798e-06,1.3404585373039474e-07,6.649143542782431e-07,1.66898281512659e-05,9.108615120059165e-09,1.0136252845693297e-07,1.0709696406328703e-07,3.057809250518878e-08,1.066751481264196e-08,4.316810671799189e-06
Ephb4,4.364855588216889e-07,1.906129237956761e-08,1.3132409788226263e-08,1.029830163015885e-09,1.3266783485714067e-08,3.736032418700841e-08,1.2756698778879867e-08,2.2400340883802113e-10,2.6208791800368525e-08,7.403500539752548e-07,9.6175519759615e-08,1.3382609038570669e-08,2.371788592596245e-09,7.076447036772955e-09,1.752193368562954e-06,1.349323921295194e-06,6.594230995407482e-08,1.2298106419046507e-07,1.4043739062154647e-08,4.4142369140251894e-07,2.905536950825738e-10,2.1522829040527015e-08,1.620267500912184e-08,6.109076122079508e-11,1.3185104651930014e-07,5.336357398940717e-09,2.355842451335318e-09,4.123878329538501e-10,1.5111839292030013e-10,1.153998080573514e-06,6.3137949698695414e-06,1.3106440100614814e-05,2.315553448510023e-07,2.8512528472163853e-08,1.2171925900307467e-09,6.626015352568989e-07,1.0659159519170468e-09,6.0148436402244e-09,3.891648755355252e-08,8.540321633543962e-08,6.249933179317916e-09,5.7143486263307544e-08,1.4962498298215061e-06,2.5406433675663668e-09,4.898275964212372e-09,9.564251553378663e-10,2.1375705154150652e-07,8.488365895299918e-07,1.0710265935262638e-11,9.711383251306268e-10,4.9240454253060776e-08,1.2957925401621481e-06,3.351443640334796e-07,3.0242346347982854e-07,3.92037886506051e-09,4.0180109894258453e-08,1.8580801583615516e-05,1.090385435794902e-07,5.912657352865527e-10,7.359759349183907e-07,6.03111725815092e-06,2.0863715745407884e-09,2.749247987206345e-09,4.937922457056614e-08,2.2223135894551264e-08,1.0398975341068405e-08,1.6990587137262067e-08,2.067084468770737e-07,2.0052269749087126e-08,5.837800075894152e-09,5.504721379793609e-10,2.208232833976548e-08,7.842179303255022e-10,2.514077299915963e-07,1.603004999746582e-11,6.508169257090517e-07,1.9106100751489836e-06,3.99430132926862e-09,2.148285855255476e-08,4.95688830955452e-09,2.084666849484752e-11,6.991529286064559e-09,7.761870431530824e-10,4.703497805992761e-10,6.683754681958355e-06,1.0372109007190656e-07,6.761041737879812e-08,2.570257137151486e-10,1.3052587919552176e-06,4.445133584167162e-09,2.3275851235166894e-08,1.4520168770921966e-09,6.59780497018194e-09,2.728095034038825e-10,5.800571520273997e-09,2.2480538683528284e-08,7.045119685465305e-12,1.1448059224052458e-11,5.321372007681666e-07,1.8423795476208298e-07,6.924104148424085e-07
Actb,5.848733550816495e-16,7.0270751236346505e-15,2.6701480244512945e-16,5.243021758586843e-15,1.496858349870051e-17,4.576031261233878e-17,4.6245301053934034e-18,1.2728937946860998e-15,9.595781120383919e-15,2.1316019467790687e-16,1.5721795275787004e-15,9.788623897124425e-20,1.1021766830391887e-13,9.32878813540586e-16,2.204774575423375e-14,1.664282388379258e-18,6.309918611228126e-14,4.227817656883306e-18,1.8675580873788016e-15,8.106061427146354e-15,6.054182198186427e-16,7.663857144281306e-17,5.261871379165959e-16,1.02197432036975e-15,8.609801881500989e-16,3.153844092929238e-18,1.2852169070338348e-15,1.0646625287440609e-19,1.6777111931523199e-16,5.515672889260679e-16,3.9369200363254963e-16,3.457717322056176e-19,3.177305809960217e-19,2.2008619914347946e-14,1.586979910427986e-15,7.140163630854709e-17,4.685918921301894e-17,1.774369812156874e-16,1.190649422986859e-16,8.657307816151187e-15,7.82592041294733e-15,8.347699865104408e-14,1.4037441658938131e-14,3.225343092240112e-14,3.673598019040168e-16,6.839651630171971e-16,1.2617694659298072e-14,6.491574847931398e-19,3.0853679531260553e-15,1.9688594449464193e-15,1.859687982714865e-15,1.0085794676680965e-16,1.2872574666029308e-14,6.578910517094502e-16,2.569088318411912e-16,7.759049471009809e-16,1.7122574998036527e-15,2.1818128112006035e-16,8.267472797017052e-15,4.806588036240326e-15,2.092183764143089e-16,2.6312267952856705e-13,3.3411885378015273e-16,5.839220766195763e-17,3.502411904714294e-15,2.5905538135816664e-16,5.098363059959438e-17,2.3122128875212815e-16,6.382305369576173e-16,2.0565387216785753e-14,6.622304951569141e-16,1.6564371460458516e-16,1.2033591225519785e-15,1.2986347423837612e-15,6.685980547339877e-16,5.245592233929061e-16,3.405754503199814e-17,2.8499975743533956e-19,6.412710683306055e-19,6.39778554998408e-15,1.056494666614628e-13,3.012874841852181e-16,6.366242311159502e-15,6.616369641793799e-15,9.389501788016688e-16,9.330143585484925e-15,1.3385739681590448e-14,3.3368614667320293e-16,4.605574993529543e-17,1.6811123910492742e-14,6.39457602127392e-17,1.8830005196695698e-15,5.030050817737907e-16,5.093821368816153e-17,2.833890554944394e-18,1.0079608333731564e-15,7.448964094506494e-15,2.731248577664469e-15,4.3026692643358465e-15,2.1579066668424653e-15,9.379845263112124e-15
Rac1,2.93846101941121e-09,2.165681011479204e-07,4.721906172850284e-07,6.662337271600385e-10,4.845976360178855e-09,3.5320573395268485e-07,8.167813554419599e-07,9.971611275913312e-08,1.7105938723561238e-06,1.0492967067763924e-05,1.5816058733994878e-10,8.362430827492148e-07,5.016672975793122e-08,8.715187163946695e-10,0.00014943753672367818,2.203059641202789e-09,1.0644212797898945e-07,5.424540348573235e-09,7.667170099907136e-07,5.394714184489177e-08,6.971183611239294e-10,2.98598646386085e-07,1.6809503047481453e-10,5.747726438582375e-09,1.8902522249090202e-08,3.6560769157467595e-08,3.7853808492228045e-09,3.30957178059797e-07,2.414847897681943e-07,1.1394997339204752e-08,6.7222729550542215e-09,1.9689158776113426e-08,7.118440946277835e-06,1.3687032024905024e-07,7.458391466979991e-09,2.353192520685037e-07,6.438731634099023e-07,1.4966155220439863e-07,6.817789602243445e-05,8.610018282659331e-07,3.635896643872473e-06,5.990637327604252e-08,1.174828312333496e-05,2.623807183981427e-07,3.571187997324537e-05,7.541678339854507e-08,1.0742477472896337e-06,9.471555941010832e-09,1.5209973332722228e-07,5.591556899208992e-09,7.677959215111659e-10,4.608891405436001e-08,1.7573847944715017e-07,1.969671829646201e-09,1.0500228056110869e-10,2.8350927324142324e-09,1.5118151480551466e-08,2.645884034886676e-08,1.2272366249464188e-07,1.9334377911582692e-08,2.1570715221015874e-08,9.444252903838217e-09,3.1131159859080247e-10,1.0684684833819038e-05,2.7598380285282645e-09,2.1658974470951732e-08,1.2209949346263805e-08,6.752199133251725e-06,1.0678125170245316e-08,3.6333003870950493e-10,2.4524191758271312e-09,8.087037659461526e-09,2.6790765842353943e-11,7.56808536245106e-08,2.8671859739291255e-08,1.0405396474195949e-09,3.9350622306508113e-07,1.9849290354590005e-09,1.4847020387593393e-08,3.446081052113874e-05,8.735520760001274e-09,8.010923856686052e-08,1.8929963475436475e-06,7.263169565538888e-09,2.9631156954513516e-08,2.6556135515937315e-10,1.191944307587932e-08,7.532768075991058e-10,5.391938788219024e-07,7.381557940957762e-10,7.114935524670694e-09,3.182125112708931e-06,3.1931805284948554e-07,9.245705878523126e-08,1.0373805788454608e-08,4.144485420533121e-06,1.432259991338321e-07,9.935105052297599e-08,5.1689920810590445e-06,1.137057388703848e-07,3.6523747161944772e-06
Atp5j2,2.0503832119584118e-07,5.726464394453827e-07,9.960610683848305e-07,2.0576370932771266e-09,1.472946544355488e-08,9.533426606192169e-08,7.761663868924504e-09,1.3461257022944515e-07,3.3157623614802124e-07,8.14084074327867e-06,1.2452910078658731e-06,6.463971649148095e-07,3.351551939425084e-08,7.526643763457796e-07,2.3117388622760663e-05,3.2179837848152545e-07,7.937039352846139e-09,2.1415069880172549e-07,1.329671330288048e-09,9.433370399892819e-07,1.7913988166637045e-07,2.2344110905531824e-09,5.444171231544868e-07,1.8288903575553265e-05,5.575739521530277e-06,4.990571507041261e-07,2.879912549046143e-07,1.0941105214261378e-05,2.0393170847114008e-07,4.877926760489954e-07,1.3852021463376242e-06,1.2645795217680292e-06,1.925191794248935e-06,3.1441926578200275e-08,5.85043224810177e-07,1.815505346707119e-07,7.13001196961091e-10,5.052815934932741e-07,1.5087218505037545e-06,3.414995817895397e-07,1.9262497890909534e-05,4.3206610798087604e-08,2.621293825703998e-08,1.8040572788749989e-10,1.8446326597241427e-07,1.8561738038304276e-08,9.257927262077253e-07,5.227821774291338e-06,1.826909890480119e-05,1.789061029629678e-07,1.0563074379083663e-06,4.618121915238105e-06,1.0620026827058917e-05,2.5791967401388374e-10,7.3982421352564416e-06,3.761065562613673e-08,1.7264098521347323e-05,3.7092591932858033e-09,4.025303187482071e-10,6.778907768993237e-07,5.428134359387684e-09,8.111446745162338e-07,6.225327728658183e-05,3.0046874878599856e-07,4.978056373766842e-07,1.0173750771331352e-08,3.2745981536039506e-07,7.786859332142075e-09,1.4160442573276795e-05,2.4217390236772754e-08,6.698461719360966e-07,1.7968827167249068e-07,3.804273475951742e-09,2.3106123561420647e-06,3.892777526400175e-09,4.597306931517913e-09,2.103893073082828e-06,4.054688676273837e-07,5.568214015009149e-06,5.917379876399105e-06,1.9230759729150207e-05,3.6387115230872664e-05,1.4915160729831949e-07,1.8695573960341534e-07,7.404768606140215e-07,2.4393120357806e-08,1.3618768128824773e-10,1.6072058238588253e-07,2.557786090304361e-06,2.594060823255356e-06,1.8705226016841602e-06,5.71322995989268e-06,1.9105434865035473e-06,1.3346693154131157e-07,1.4642744497710578e-06,4.203563534458778e-07,2.2441101432627875e-05,1.1298280175825081e-07,2.2957510216377218e-05,5.099996936242894e-07,3.834685617188067e-06
